ApplNo	SubmissionType	SubmissionNo	SubmissionPropertyTypeCode	SubmissionPropertyTypeID
016269	SUPPL     	22	Null	0
016269	SUPPL     	23	Null	0
016269	SUPPL     	25	Null	0
016269	SUPPL     	26	Null	0
016269	SUPPL     	28	Null	0
016269	SUPPL     	29	Null	0
016269	SUPPL     	32	Null	0
016269	SUPPL     	33	Null	0
016269	SUPPL     	35	Null	0
016269	SUPPL     	36	Null	0
016269	SUPPL     	38	Null	0
016269	SUPPL     	39	Null	0
016269	SUPPL     	40	Null	0
016269	SUPPL     	43	Null	0
016269	SUPPL     	51	Null	0
016269	SUPPL     	52	Null	0
016269	SUPPL     	55	Null	7
016269	SUPPL     	55	Null	6
016269	SUPPL     	55	Null	15
016269	SUPPL     	55	Null	31
016269	SUPPL     	56	Null	7
016269	SUPPL     	56	Null	33
016269	SUPPL     	56	Null	6
016269	SUPPL     	56	Null	15
016269	SUPPL     	56	Null	31
016273	SUPPL     	7	Null	0
016273	SUPPL     	26	Null	0
016273	SUPPL     	27	Null	0
016273	SUPPL     	29	Null	0
016273	SUPPL     	33	Null	0
016273	SUPPL     	36	Null	0
016273	SUPPL     	39	Null	0
016273	SUPPL     	40	Null	0
016273	SUPPL     	42	Null	0
016273	SUPPL     	43	Null	0
016273	SUPPL     	44	Null	0
016273	SUPPL     	45	Null	0
016273	SUPPL     	48	Null	0
016273	SUPPL     	49	Null	0
016273	SUPPL     	52	Null	0
016273	SUPPL     	53	Null	0
016273	SUPPL     	54	Null	0
016273	SUPPL     	55	Null	0
016273	SUPPL     	56	Null	0
016273	SUPPL     	61	Null	7
016273	SUPPL     	61	Null	6
016273	SUPPL     	66	Null	15
016273	SUPPL     	66	Null	6
016273	SUPPL     	66	Null	7
016273	SUPPL     	68	Null	7
016273	SUPPL     	68	Null	6
016273	SUPPL     	68	Null	15
016273	SUPPL     	68	Null	31
016273	SUPPL     	69	Null	15
016273	SUPPL     	69	Null	31
016273	SUPPL     	69	Null	6
016273	SUPPL     	69	Null	7
016295	SUPPL     	8	Null	0
016295	SUPPL     	9	Null	0
016295	SUPPL     	13	Null	0
016295	SUPPL     	14	Null	0
016295	SUPPL     	15	Null	0
016295	SUPPL     	17	Null	0
016295	SUPPL     	18	Null	0
016295	SUPPL     	19	Null	0
016295	SUPPL     	20	Null	0
016295	SUPPL     	22	Null	0
016295	SUPPL     	24	Null	0
016295	SUPPL     	25	Null	0
016295	SUPPL     	27	Null	0
016295	SUPPL     	28	Null	0
016295	SUPPL     	30	Null	0
016295	SUPPL     	31	Null	0
016295	SUPPL     	40	Null	7
016295	SUPPL     	40	Null	6
016295	SUPPL     	41	Null	15
016295	SUPPL     	41	Null	6
016295	SUPPL     	41	Null	7
016295	SUPPL     	42	Null	6
016295	SUPPL     	42	Null	15
016295	SUPPL     	42	Null	7
016295	SUPPL     	45	Null	7
016295	SUPPL     	45	Null	6
016295	SUPPL     	45	Null	15
016295	SUPPL     	45	Null	31
016295	SUPPL     	46	Null	7
016295	SUPPL     	46	Null	6
016295	SUPPL     	46	Null	15
016295	SUPPL     	46	Null	31
016295	SUPPL     	47	Null	15
016295	SUPPL     	47	Null	31
016295	SUPPL     	47	Null	6
016295	SUPPL     	47	Null	7
016295	SUPPL     	48	Null	6
016295	SUPPL     	48	Null	15
016295	SUPPL     	48	Null	31
016295	SUPPL     	48	Null	7
016295	SUPPL     	49	Null	6
016295	SUPPL     	49	Null	7
016295	SUPPL     	49	Orphan	5
016295	SUPPL     	49	Null	15
016295	SUPPL     	49	Null	31
016295	SUPPL     	50	Null	7
016295	SUPPL     	50	Orphan	5
016295	SUPPL     	50	Null	6
016295	SUPPL     	50	Null	15
016295	SUPPL     	50	Null	31
016295	SUPPL     	51	Null	7
016295	SUPPL     	51	Null	6
016295	SUPPL     	51	Null	15
016295	SUPPL     	51	Null	31
016295	SUPPL     	52	Null	15
016295	SUPPL     	52	Null	31
016295	SUPPL     	52	Null	6
016295	SUPPL     	52	Null	7
016295	SUPPL     	54	Null	7
016295	SUPPL     	54	Null	6
016295	SUPPL     	54	Null	15
016295	SUPPL     	54	Null	31
016295	SUPPL     	55	Null	15
016295	SUPPL     	55	Null	31
016295	SUPPL     	55	Null	6
016295	SUPPL     	55	Null	7
016295	SUPPL     	56	Null	6
016295	SUPPL     	56	Null	15
016295	SUPPL     	56	Null	31
016295	SUPPL     	56	Null	7
016297	SUPPL     	4	Null	0
016297	SUPPL     	7	Null	0
016297	SUPPL     	8	Null	0
016297	SUPPL     	10	Null	0
016297	SUPPL     	12	Null	0
016320	SUPPL     	27	Null	0
016320	SUPPL     	28	Null	0
016320	SUPPL     	29	Null	0
016320	SUPPL     	30	Null	0
016320	SUPPL     	31	Null	0
016320	SUPPL     	32	Null	0
016320	SUPPL     	33	Null	0
016320	SUPPL     	34	Null	0
016320	SUPPL     	35	Null	0
016320	SUPPL     	37	Null	0
016320	SUPPL     	38	Null	0
016320	SUPPL     	39	Null	0
016320	SUPPL     	40	Null	0
016320	SUPPL     	41	Null	0
016320	SUPPL     	42	Null	0
016320	SUPPL     	43	Null	0
016320	SUPPL     	44	Null	0
016320	SUPPL     	47	Null	0
016320	SUPPL     	49	Null	0
016320	SUPPL     	50	Null	0
016320	SUPPL     	51	Null	0
016320	SUPPL     	52	Null	0
016320	SUPPL     	53	Null	0
016320	SUPPL     	54	Null	0
016320	SUPPL     	55	Null	0
016320	SUPPL     	60	Null	9
016320	SUPPL     	66	Null	0
016322	ORIG      	1	Null	0
016322	SUPPL     	6	Null	0
016322	SUPPL     	7	Null	0
016322	SUPPL     	8	Null	0
016322	SUPPL     	9	Null	0
016322	SUPPL     	10	Null	0
016322	SUPPL     	11	Null	0
016322	SUPPL     	12	Null	0
016322	SUPPL     	13	Null	0
016322	SUPPL     	14	Null	0
016322	SUPPL     	15	Null	0
016322	SUPPL     	16	Null	0
016322	SUPPL     	17	Null	0
016322	SUPPL     	19	Null	0
016322	SUPPL     	20	Null	0
016322	SUPPL     	22	Null	0
016322	SUPPL     	23	Null	0
016324	SUPPL     	7	Null	0
016324	SUPPL     	8	Null	0
016324	SUPPL     	13	Null	0
016324	SUPPL     	14	Null	0
016324	SUPPL     	16	Null	0
016324	SUPPL     	17	Null	0
016324	SUPPL     	20	Null	0
016324	SUPPL     	21	Null	0
016324	SUPPL     	22	Null	0
016324	SUPPL     	34	Null	7
016324	SUPPL     	34	Null	31
016324	SUPPL     	34	Null	6
016324	SUPPL     	35	Null	7
016324	SUPPL     	35	Null	6
016324	SUPPL     	35	Null	31
016324	SUPPL     	36	Null	0
016324	SUPPL     	37	Null	15
016324	SUPPL     	37	Null	31
016324	SUPPL     	37	Null	6
016324	SUPPL     	37	Null	7
016324	SUPPL     	39	Null	6
016324	SUPPL     	39	Null	15
016324	SUPPL     	39	Null	31
016324	SUPPL     	39	Null	7
016363	SUPPL     	2	Null	0
016363	SUPPL     	17	Null	0
016363	SUPPL     	20	Null	0
016363	SUPPL     	26	Null	0
016363	SUPPL     	28	Null	0
016363	SUPPL     	34	Null	0
016363	SUPPL     	36	Null	0
016363	SUPPL     	37	Null	0
016363	SUPPL     	38	Null	0
016363	SUPPL     	39	Null	0
016363	SUPPL     	40	Null	0
016363	SUPPL     	41	Null	0
016363	SUPPL     	42	Null	0
016363	SUPPL     	44	Null	0
016363	SUPPL     	49	Null	0
016363	SUPPL     	51	Null	0
016363	SUPPL     	52	Null	0
016363	SUPPL     	54	Null	0
016363	SUPPL     	55	Null	0
016363	SUPPL     	57	Null	0
016363	SUPPL     	58	Null	0
016366	SUPPL     	4	Null	0
016366	SUPPL     	5	Null	0
016366	SUPPL     	6	Null	0
016366	SUPPL     	7	Null	0
016366	SUPPL     	8	Null	0
016366	SUPPL     	9	Null	0
016366	SUPPL     	11	Null	0
016366	SUPPL     	12	Null	0
016366	SUPPL     	14	Null	0
016366	SUPPL     	15	Null	0
016366	SUPPL     	16	Null	0
016366	SUPPL     	18	Null	0
016366	SUPPL     	21	Null	0
016366	SUPPL     	22	Null	0
016366	SUPPL     	23	Null	0
016366	SUPPL     	27	Null	0
016366	SUPPL     	29	Null	0
016366	SUPPL     	30	Null	0
016366	SUPPL     	31	Null	0
016366	SUPPL     	32	Null	0
016366	SUPPL     	33	Null	0
016366	SUPPL     	35	Null	0
016366	SUPPL     	36	Null	0
016366	SUPPL     	38	Null	0
016366	SUPPL     	39	Null	0
016366	SUPPL     	41	Null	0
016366	SUPPL     	43	Null	0
016366	SUPPL     	44	Null	0
016366	SUPPL     	45	Null	0
016366	SUPPL     	47	Null	0
016366	SUPPL     	48	Null	0
016366	SUPPL     	49	Null	0
016366	SUPPL     	50	Null	0
016366	SUPPL     	52	Null	0
016366	SUPPL     	53	Null	0
016366	SUPPL     	54	Null	0
016366	SUPPL     	56	Null	0
016366	SUPPL     	57	Null	0
016366	SUPPL     	58	Null	0
016366	SUPPL     	59	Null	0
016366	SUPPL     	61	Null	0
016366	SUPPL     	62	Null	0
016366	SUPPL     	63	Null	0
016366	SUPPL     	67	Null	0
016366	SUPPL     	69	Null	0
016366	SUPPL     	70	Null	0
016366	SUPPL     	72	Null	0
016366	SUPPL     	73	Null	0
016366	SUPPL     	74	Null	0
016366	SUPPL     	75	Null	0
016366	SUPPL     	77	Null	0
016366	SUPPL     	78	Null	0
016366	SUPPL     	79	Null	0
016366	SUPPL     	80	Null	0
016366	SUPPL     	81	Null	0
016366	SUPPL     	83	Null	0
016366	SUPPL     	84	Null	0
016366	SUPPL     	85	Null	0
016366	SUPPL     	86	Null	0
016366	SUPPL     	87	Null	0
016366	SUPPL     	88	Null	0
016366	SUPPL     	89	Null	0
016366	SUPPL     	90	Null	0
016366	SUPPL     	91	Null	0
016366	SUPPL     	92	Null	0
016366	SUPPL     	93	Null	0
016366	SUPPL     	94	Null	0
016366	SUPPL     	96	Null	0
016366	SUPPL     	97	Null	0
016366	SUPPL     	98	Null	0
016366	SUPPL     	99	Null	0
016366	SUPPL     	101	Null	0
016366	SUPPL     	104	Null	0
016366	SUPPL     	105	Null	0
016366	SUPPL     	108	Null	0
016366	SUPPL     	110	Null	0
016366	SUPPL     	111	Null	0
016366	SUPPL     	119	Null	0
016366	SUPPL     	120	Null	0
016366	SUPPL     	123	Null	0
016366	SUPPL     	124	Null	0
016366	SUPPL     	127	Null	0
016366	SUPPL     	128	Null	0
016366	SUPPL     	129	Null	0
016366	SUPPL     	130	Null	0
016366	SUPPL     	131	Null	0
016366	SUPPL     	134	Null	0
016366	SUPPL     	135	Null	0
016366	SUPPL     	136	Null	0
016366	SUPPL     	137	Null	0
016366	SUPPL     	138	Null	0
016366	SUPPL     	140	Null	0
016366	SUPPL     	141	Null	0
016366	SUPPL     	142	Null	0
016366	SUPPL     	146	Null	0
016366	SUPPL     	148	Null	0
016366	SUPPL     	149	Null	0
016366	SUPPL     	150	Null	0
016366	SUPPL     	151	Null	0
016366	SUPPL     	152	Null	0
016366	SUPPL     	154	Null	0
016366	SUPPL     	155	Null	0
016366	SUPPL     	156	Null	0
016366	SUPPL     	157	Null	0
016366	SUPPL     	159	Null	0
016366	SUPPL     	161	Null	0
016366	SUPPL     	201	Null	0
016366	SUPPL     	212	Null	0
016366	SUPPL     	214	Null	15
016366	SUPPL     	214	Null	31
016366	SUPPL     	214	Null	6
016366	SUPPL     	214	Null	7
016366	SUPPL     	215	Null	0
016367	SUPPL     	2	Null	0
016367	SUPPL     	6	Null	0
016367	SUPPL     	7	Null	0
016367	SUPPL     	8	Null	0
016367	SUPPL     	9	Null	0
016367	SUPPL     	11	Null	0
016367	SUPPL     	12	Null	0
016367	SUPPL     	15	Null	0
016367	SUPPL     	17	Null	0
016367	SUPPL     	18	Null	0
016367	SUPPL     	19	Null	0
016367	SUPPL     	22	Null	0
016367	SUPPL     	23	Null	0
016367	SUPPL     	24	Null	0
016367	SUPPL     	25	Null	0
016367	SUPPL     	28	Null	0
016367	SUPPL     	31	Null	0
016367	SUPPL     	33	Null	0
016367	SUPPL     	34	Null	0
016367	SUPPL     	36	Null	0
016367	SUPPL     	37	Null	0
016367	SUPPL     	40	Null	0
016367	SUPPL     	42	Null	0
016367	SUPPL     	43	Null	0
016367	SUPPL     	44	Null	0
016367	SUPPL     	45	Null	0
016367	SUPPL     	46	Null	0
016367	SUPPL     	48	Null	0
016367	SUPPL     	49	Null	0
016367	SUPPL     	50	Null	0
016367	SUPPL     	52	Null	0
016367	SUPPL     	54	Null	0
016367	SUPPL     	56	Null	0
016367	SUPPL     	57	Null	0
016367	SUPPL     	59	Null	0
016367	SUPPL     	60	Null	0
016367	SUPPL     	61	Null	0
016367	SUPPL     	62	Null	0
016367	SUPPL     	64	Null	0
016367	SUPPL     	65	Null	0
016367	SUPPL     	66	Null	0
016367	SUPPL     	67	Null	0
016367	SUPPL     	69	Null	0
016367	SUPPL     	71	Null	0
016367	SUPPL     	72	Null	0
016367	SUPPL     	73	Null	0
016367	SUPPL     	77	Null	0
016367	SUPPL     	79	Null	0
016367	SUPPL     	80	Null	0
016367	SUPPL     	82	Null	0
016367	SUPPL     	83	Null	0
016367	SUPPL     	84	Null	0
016367	SUPPL     	85	Null	0
016367	SUPPL     	87	Null	0
016367	SUPPL     	88	Null	0
016367	SUPPL     	89	Null	0
016367	SUPPL     	90	Null	0
016367	SUPPL     	91	Null	0
016367	SUPPL     	93	Null	0
016367	SUPPL     	94	Null	0
016367	SUPPL     	95	Null	0
016367	SUPPL     	96	Null	0
016367	SUPPL     	97	Null	0
016367	SUPPL     	98	Null	0
016367	SUPPL     	99	Null	0
016367	SUPPL     	100	Null	0
016367	SUPPL     	101	Null	0
016367	SUPPL     	102	Null	0
016367	SUPPL     	103	Null	0
016367	SUPPL     	104	Null	0
016367	SUPPL     	105	Null	0
016367	SUPPL     	107	Null	0
016367	SUPPL     	108	Null	0
016367	SUPPL     	109	Null	0
016367	SUPPL     	110	Null	0
016367	SUPPL     	115	Null	0
016367	SUPPL     	116	Null	0
016367	SUPPL     	119	Null	0
016367	SUPPL     	121	Null	0
016367	SUPPL     	122	Null	0
016367	SUPPL     	130	Null	0
016367	SUPPL     	132	Null	0
016367	SUPPL     	134	Null	0
016367	SUPPL     	135	Null	0
016367	SUPPL     	138	Null	0
016367	SUPPL     	139	Null	0
016367	SUPPL     	140	Null	0
016367	SUPPL     	141	Null	0
016367	SUPPL     	142	Null	0
016367	SUPPL     	145	Null	0
016367	SUPPL     	146	Null	0
016367	SUPPL     	147	Null	0
016367	SUPPL     	148	Null	0
016367	SUPPL     	149	Null	0
016367	SUPPL     	151	Null	0
016367	SUPPL     	152	Null	0
016367	SUPPL     	153	Null	0
016367	SUPPL     	157	Null	0
016367	SUPPL     	159	Null	0
016367	SUPPL     	160	Null	0
016367	SUPPL     	161	Null	0
016367	SUPPL     	162	Null	0
016367	SUPPL     	163	Null	0
016367	SUPPL     	164	Null	0
016367	SUPPL     	166	Null	0
016367	SUPPL     	167	Null	0
016367	SUPPL     	168	Null	0
016367	SUPPL     	169	Null	0
016367	SUPPL     	171	Null	0
016367	SUPPL     	172	Null	0
016367	SUPPL     	173	Null	0
016367	SUPPL     	174	Null	0
016367	SUPPL     	178	Null	0
016367	SUPPL     	218	Null	0
016367	SUPPL     	220	Null	0
016401	SUPPL     	11	Null	0
016402	ORIG      	1	Null	0
016402	SUPPL     	2	Null	0
016402	SUPPL     	6	Null	0
016402	SUPPL     	7	Null	0
016402	SUPPL     	9	Null	0
016402	SUPPL     	10	Null	0
016402	SUPPL     	11	Null	0
016402	SUPPL     	12	Null	0
016402	SUPPL     	13	Null	0
016402	SUPPL     	14	Null	0
016402	SUPPL     	15	Null	0
016402	SUPPL     	16	Null	0
016402	SUPPL     	17	Null	0
016402	SUPPL     	18	Null	0
016402	SUPPL     	19	Null	0
016402	SUPPL     	20	Null	0
016402	SUPPL     	21	Null	0
016402	SUPPL     	22	Null	0
016402	SUPPL     	23	Null	0
016402	SUPPL     	25	Null	0
016402	SUPPL     	26	Null	0
016402	SUPPL     	27	Null	0
016402	SUPPL     	28	Null	0
016402	SUPPL     	29	Null	0
016402	SUPPL     	30	Null	0
016402	SUPPL     	33	Null	0
016402	SUPPL     	34	Null	0
016402	SUPPL     	35	Null	0
016402	SUPPL     	37	Null	0
016403	ORIG      	1	Null	0
016403	SUPPL     	9	Null	0
016403	SUPPL     	10	Null	0
016403	SUPPL     	11	Null	0
016403	SUPPL     	12	Null	0
016403	SUPPL     	17	Null	0
016403	SUPPL     	18	Null	0
016403	SUPPL     	19	Null	0
016403	SUPPL     	20	Null	0
016403	SUPPL     	21	Null	0
016403	SUPPL     	22	Null	0
016403	SUPPL     	23	Null	0
016403	SUPPL     	24	Null	0
016403	SUPPL     	25	Null	0
016403	SUPPL     	26	Null	0
016403	SUPPL     	27	Null	0
016403	SUPPL     	28	Null	0
016403	SUPPL     	29	Null	0
016403	SUPPL     	30	Null	0
016403	SUPPL     	31	Null	0
016403	SUPPL     	32	Null	0
016403	SUPPL     	33	Null	0
016403	SUPPL     	34	Null	0
016403	SUPPL     	35	Null	0
016403	SUPPL     	36	Null	0
016403	SUPPL     	37	Null	0
016403	SUPPL     	38	Null	0
016403	SUPPL     	39	Null	0
016403	SUPPL     	40	Null	0
016403	SUPPL     	41	Null	0
016403	SUPPL     	42	Null	0
016403	SUPPL     	43	Null	0
016403	SUPPL     	44	Null	0
016403	SUPPL     	45	Null	0
016403	SUPPL     	46	Null	0
016403	SUPPL     	47	Null	0
016403	SUPPL     	48	Null	0
016403	SUPPL     	49	Null	0
016403	SUPPL     	50	Null	0
016403	SUPPL     	51	Null	0
016403	SUPPL     	52	Null	0
016403	SUPPL     	53	Null	0
016403	SUPPL     	54	Null	0
016403	SUPPL     	55	Null	0
016403	SUPPL     	56	Null	0
016403	SUPPL     	57	Null	0
016403	SUPPL     	58	Null	0
016403	SUPPL     	59	Null	0
016403	SUPPL     	60	Null	0
016403	SUPPL     	61	Null	0
016403	SUPPL     	62	Null	0
016403	SUPPL     	63	Null	0
016403	SUPPL     	64	Null	0
016403	SUPPL     	65	Null	0
016403	SUPPL     	66	Null	0
016403	SUPPL     	67	Null	0
016403	SUPPL     	68	Null	0
016403	SUPPL     	69	Null	0
016403	SUPPL     	70	Null	0
016403	SUPPL     	71	Null	0
016418	SUPPL     	21	Null	0
016418	SUPPL     	22	Null	0
016418	SUPPL     	23	Null	0
016418	SUPPL     	26	Null	0
016418	SUPPL     	27	Null	0
016418	SUPPL     	28	Null	0
016418	SUPPL     	30	Null	0
016418	SUPPL     	31	Null	0
016418	SUPPL     	32	Null	0
016418	SUPPL     	33	Null	0
016418	SUPPL     	34	Null	0
016418	SUPPL     	36	Null	0
016418	SUPPL     	37	Null	0
016418	SUPPL     	38	Null	0
016418	SUPPL     	39	Null	0
016418	SUPPL     	41	Null	0
016418	SUPPL     	45	Null	0
016418	SUPPL     	46	Null	0
016418	SUPPL     	52	Null	0
016418	SUPPL     	53	Null	0
016418	SUPPL     	55	Null	0
016418	SUPPL     	56	Null	0
016418	SUPPL     	57	Null	0
016418	SUPPL     	58	Null	0
016418	SUPPL     	61	Null	0
016418	SUPPL     	62	Null	0
016418	SUPPL     	63	Null	0
016418	SUPPL     	64	Null	0
016418	SUPPL     	66	Null	0
016418	SUPPL     	67	Null	0
016418	SUPPL     	68	Null	0
016418	SUPPL     	80	Null	7
016418	SUPPL     	80	Null	6
016419	SUPPL     	14	Null	0
016419	SUPPL     	15	Null	0
016419	SUPPL     	16	Null	0
016419	SUPPL     	17	Null	0
016419	SUPPL     	18	Null	0
016419	SUPPL     	19	Null	0
016419	SUPPL     	23	Null	0
016419	SUPPL     	25	Null	0
016455	SUPPL     	9	Null	0
016455	SUPPL     	11	Null	0
016455	SUPPL     	13	Null	0
016455	SUPPL     	14	Null	0
016455	SUPPL     	15	Null	0
016455	SUPPL     	16	Null	0
016455	SUPPL     	17	Null	0
016455	SUPPL     	18	Null	0
016455	SUPPL     	19	Null	0
016466	SUPPL     	13	Null	0
016466	SUPPL     	14	Null	0
016466	SUPPL     	15	Null	0
016466	SUPPL     	21	Null	0
016466	SUPPL     	23	Null	0
016466	SUPPL     	25	Null	0
016466	SUPPL     	28	Null	0
016466	SUPPL     	29	Null	0
016466	SUPPL     	30	Null	0
016466	SUPPL     	31	Null	0
016466	SUPPL     	32	Null	0
016466	SUPPL     	45	Null	0
016466	SUPPL     	46	Null	15
016466	SUPPL     	46	Null	31
016466	SUPPL     	46	Null	6
016466	SUPPL     	46	Null	7
016515	SUPPL     	2	Null	0
016515	SUPPL     	4	Null	0
016515	SUPPL     	6	Null	0
016515	SUPPL     	10	Null	15
016515	SUPPL     	10	Null	6
016515	SUPPL     	10	Null	7
016515	SUPPL     	12	Null	31
016515	SUPPL     	12	Null	6
016515	SUPPL     	12	Null	15
016515	SUPPL     	12	Null	7
016515	SUPPL     	13	Null	6
016515	SUPPL     	13	Null	15
016515	SUPPL     	13	Null	31
016515	SUPPL     	13	Null	7
016515	SUPPL     	16	Null	7
016515	SUPPL     	16	Null	31
016515	SUPPL     	16	Null	6
016515	SUPPL     	16	Null	15
016517	SUPPL     	3	Null	0
016517	SUPPL     	4	Null	0
016517	SUPPL     	9	Null	15
016517	SUPPL     	9	Null	6
016517	SUPPL     	9	Null	7
016517	SUPPL     	11	Null	15
016517	SUPPL     	11	Null	31
016517	SUPPL     	11	Null	7
016517	SUPPL     	11	Null	6
016517	SUPPL     	12	Null	0
016517	SUPPL     	13	Null	15
016517	SUPPL     	13	Null	31
016517	SUPPL     	13	Null	7
016517	SUPPL     	13	Null	6
016517	SUPPL     	16	Null	6
016517	SUPPL     	16	Null	7
016517	SUPPL     	16	Null	15
016517	SUPPL     	16	Null	31
016584	SUPPL     	20	Null	0
016584	SUPPL     	22	Null	0
016584	SUPPL     	23	Null	0
016584	SUPPL     	25	Null	0
016584	SUPPL     	27	Null	0
016584	SUPPL     	29	Null	0
016584	SUPPL     	30	Null	0
016584	SUPPL     	33	Null	0
016584	SUPPL     	34	Null	0
016584	SUPPL     	35	Null	0
016584	SUPPL     	37	Null	0
016584	SUPPL     	38	Null	0
016584	SUPPL     	39	Null	0
016584	SUPPL     	42	Null	0
016584	SUPPL     	44	Null	0
016584	SUPPL     	45	Null	0
016584	SUPPL     	47	Null	0
016584	SUPPL     	51	Null	0
016584	SUPPL     	52	Null	0
016584	SUPPL     	54	Null	0
016584	SUPPL     	60	Null	7
016584	SUPPL     	60	Null	6
016608	SUPPL     	14	Null	0
016608	SUPPL     	15	Null	0
016608	SUPPL     	16	Null	0
016608	SUPPL     	17	Null	0
016608	SUPPL     	18	Null	0
016608	SUPPL     	19	Null	0
016608	SUPPL     	20	Null	0
016608	SUPPL     	21	Null	0
016608	SUPPL     	22	Null	0
016608	SUPPL     	24	Null	0
016608	SUPPL     	25	Null	0
016608	SUPPL     	26	Null	0
016608	SUPPL     	27	Null	0
016608	SUPPL     	29	Null	0
016608	SUPPL     	32	Null	0
016608	SUPPL     	33	Null	0
016608	SUPPL     	34	Null	0
016608	SUPPL     	35	Null	0
016608	SUPPL     	37	Null	14
016608	SUPPL     	38	Null	0
016608	SUPPL     	39	Null	0
016608	SUPPL     	41	Null	0
016608	SUPPL     	43	Null	0
016608	SUPPL     	46	Null	0
016608	SUPPL     	47	Null	0
016608	SUPPL     	49	Null	0
016608	SUPPL     	50	Null	0
016608	SUPPL     	51	Null	0
016608	SUPPL     	52	Null	0
016608	SUPPL     	60	Null	0
016608	SUPPL     	62	Null	0
016608	SUPPL     	64	Null	0
016608	SUPPL     	65	Null	0
016608	SUPPL     	66	Null	0
016608	SUPPL     	70	Null	0
016608	SUPPL     	71	Null	0
016608	SUPPL     	77	Null	0
016608	SUPPL     	79	Null	0
016608	SUPPL     	82	Null	0
016608	SUPPL     	86	Null	0
016608	SUPPL     	87	Null	0
016608	SUPPL     	89	Null	0
016608	SUPPL     	91	Null	0
016608	SUPPL     	92	Null	0
016608	SUPPL     	93	Null	0
016608	SUPPL     	94	Null	0
016608	SUPPL     	97	Null	6
016608	SUPPL     	97	Null	7
016608	SUPPL     	97	Null	15
016608	SUPPL     	99	Null	7
016608	SUPPL     	99	Null	6
016608	SUPPL     	99	Null	15
016608	SUPPL     	100	Null	7
016608	SUPPL     	100	Null	6
016608	SUPPL     	102	Null	7
016608	SUPPL     	102	Null	6
016608	SUPPL     	103	Null	15
016608	SUPPL     	103	Null	6
016608	SUPPL     	103	Null	7
016608	SUPPL     	105	Null	15
016608	SUPPL     	105	Null	31
016608	SUPPL     	105	Null	7
016608	SUPPL     	105	Null	6
016608	SUPPL     	106	Null	15
016608	SUPPL     	106	Null	6
016608	SUPPL     	106	Null	7
016608	SUPPL     	107	Null	6
016608	SUPPL     	107	Null	7
016608	SUPPL     	107	Null	15
016608	SUPPL     	108	Null	0
016608	SUPPL     	111	Null	0
016608	SUPPL     	116	Null	15
016608	SUPPL     	116	Null	31
016608	SUPPL     	116	Null	6
016608	SUPPL     	116	Null	7
016619	SUPPL     	6	Null	0
016619	SUPPL     	9	Null	0
016619	SUPPL     	11	Null	0
016619	SUPPL     	13	Null	0
016619	SUPPL     	14	Null	0
016619	SUPPL     	18	Null	0
016619	SUPPL     	21	Null	0
016619	SUPPL     	22	Null	0
016619	SUPPL     	23	Null	0
016619	SUPPL     	24	Null	0
016619	SUPPL     	25	Null	0
016619	SUPPL     	26	Null	0
016619	SUPPL     	27	Null	0
016619	SUPPL     	28	Null	0
016619	SUPPL     	30	Null	0
016619	SUPPL     	34	Null	15
016619	SUPPL     	34	Null	6
016619	SUPPL     	34	Null	7
016619	SUPPL     	37	Null	0
016619	SUPPL     	38	Null	15
016619	SUPPL     	38	Null	31
016619	SUPPL     	38	Null	6
016619	SUPPL     	38	Null	7
016619	SUPPL     	39	Null	6
016619	SUPPL     	39	Null	15
016619	SUPPL     	39	Null	31
016619	SUPPL     	39	Null	7
016619	SUPPL     	43	Null	6
016619	SUPPL     	43	Null	7
016619	SUPPL     	43	Null	15
016619	SUPPL     	43	Null	31
016620	SUPPL     	16	Null	0
016620	SUPPL     	17	Null	0
016620	SUPPL     	18	Null	0
016620	SUPPL     	19	Null	0
016620	SUPPL     	20	Null	0
016620	SUPPL     	21	Null	0
016620	SUPPL     	25	Null	0
016620	SUPPL     	27	Null	0
016620	SUPPL     	28	Null	0
016620	SUPPL     	30	Null	0
016620	SUPPL     	35	Null	0
016620	SUPPL     	37	Null	0
016620	SUPPL     	38	Null	0
016620	SUPPL     	47	Null	0
016620	SUPPL     	49	Null	0
016620	SUPPL     	50	Null	0
016620	SUPPL     	51	Null	0
016620	SUPPL     	52	Null	0
016620	SUPPL     	53	Null	0
016620	SUPPL     	54	Null	0
016620	SUPPL     	55	Null	0
016620	SUPPL     	57	Null	0
016620	SUPPL     	59	Null	0
016620	SUPPL     	60	Null	0
016620	SUPPL     	63	Null	0
016620	SUPPL     	65	Null	9
016620	SUPPL     	70	Null	7
016620	SUPPL     	70	Null	6
016620	SUPPL     	72	Null	7
016620	SUPPL     	72	Null	6
016620	SUPPL     	72	Null	15
016620	SUPPL     	73	Null	0
016620	SUPPL     	74	Null	0
016620	SUPPL     	76	Null	31
016620	SUPPL     	76	Null	15
016624	ORIG      	1	Null	0
016624	SUPPL     	9	Null	0
016624	SUPPL     	11	Null	0
016624	SUPPL     	12	Null	0
016624	SUPPL     	13	Null	0
016624	SUPPL     	14	Null	0
016624	SUPPL     	15	Null	0
016624	SUPPL     	16	Null	0
016624	SUPPL     	17	Null	0
016624	SUPPL     	18	Null	0
016624	SUPPL     	20	Null	0
016624	SUPPL     	21	Null	0
016624	SUPPL     	22	Null	0
016624	SUPPL     	24	Null	0
016624	SUPPL     	25	Null	0
016624	SUPPL     	26	Null	0
