ApplNo	SubmissionType	SubmissionNo	SubmissionPropertyTypeCode	SubmissionPropertyTypeID
009561	SUPPL     	68	Null	0
009561	SUPPL     	69	Null	0
009561	SUPPL     	70	Null	0
009561	SUPPL     	71	Null	0
009561	SUPPL     	72	Null	0
009561	SUPPL     	73	Null	0
009561	SUPPL     	75	Null	0
009561	SUPPL     	76	Null	0
009561	SUPPL     	77	Null	0
009561	SUPPL     	78	Null	0
009561	SUPPL     	79	Null	0
009667	SUPPL     	16	Null	0
009698	SUPPL     	8	Null	0
009698	SUPPL     	16	Null	0
009698	SUPPL     	21	Null	0
009698	SUPPL     	24	Null	0
009698	SUPPL     	30	Null	0
009698	SUPPL     	33	Null	0
009698	SUPPL     	34	Null	0
009766	SUPPL     	6	Null	0
009766	SUPPL     	7	Null	0
009766	SUPPL     	10	Null	0
009766	SUPPL     	16	Null	0
009768	SUPPL     	10	Null	0
009768	SUPPL     	12	Null	0
009768	SUPPL     	13	Null	0
009768	SUPPL     	14	Null	0
009768	SUPPL     	15	Null	0
009768	SUPPL     	16	Null	0
009768	SUPPL     	18	Null	0
009768	SUPPL     	20	Null	0
009768	SUPPL     	22	Null	0
009768	SUPPL     	23	Null	0
009768	SUPPL     	24	Null	0
009768	SUPPL     	25	Null	0
009768	SUPPL     	26	Null	0
009768	SUPPL     	27	Null	0
009768	SUPPL     	28	Null	0
009768	SUPPL     	32	Null	0
009768	SUPPL     	34	Null	0
009768	SUPPL     	35	Null	0
009768	SUPPL     	37	Null	7
009768	SUPPL     	37	Null	6
009768	SUPPL     	37	Null	15
009768	SUPPL     	45	Null	7
009768	SUPPL     	45	Null	15
009768	SUPPL     	45	Null	6
009768	SUPPL     	47	Null	7
009768	SUPPL     	47	Null	15
009768	SUPPL     	47	Null	31
009768	SUPPL     	47	Null	6
009768	SUPPL     	51	Null	15
009768	SUPPL     	51	Null	31
009768	SUPPL     	53	Null	6
009768	SUPPL     	53	Null	15
009768	SUPPL     	53	Null	31
009768	SUPPL     	53	Null	7
009818	SUPPL     	6	Null	0
009818	SUPPL     	7	Null	0
009818	SUPPL     	8	Null	0
009818	SUPPL     	9	Null	0
009818	SUPPL     	10	Null	0
009818	SUPPL     	11	Null	0
009818	SUPPL     	13	Null	0
009818	SUPPL     	15	Null	0
009818	SUPPL     	18	Null	7
009818	SUPPL     	18	Null	6
009829	SUPPL     	5	Null	0
009829	SUPPL     	10	Null	0
009829	SUPPL     	12	Null	0
009829	SUPPL     	13	Null	0
009829	SUPPL     	14	Null	0
009829	SUPPL     	15	Null	0
009829	SUPPL     	16	Null	0
009829	SUPPL     	17	Null	0
009830	SUPPL     	4	Null	0
009830	SUPPL     	6	Null	0
009830	SUPPL     	7	Null	0
009830	SUPPL     	8	Null	0
009830	SUPPL     	9	Null	0
009830	SUPPL     	11	Null	0
009830	SUPPL     	13	Null	0
009838	SUPPL     	32	Null	0
009838	SUPPL     	34	Null	0
009838	SUPPL     	35	Null	0
009838	SUPPL     	40	Null	0
009854	SUPPL     	10	Null	0
009854	SUPPL     	11	Null	0
009854	SUPPL     	12	Null	0
009866	SUPPL     	43	Null	0
009866	SUPPL     	44	Null	0
009866	SUPPL     	46	Null	0
009866	SUPPL     	52	Null	0
009866	SUPPL     	54	Null	0
009866	SUPPL     	55	Null	0
009866	SUPPL     	56	Null	0
009866	SUPPL     	57	Null	0
009866	SUPPL     	59	Null	0
009866	SUPPL     	62	Null	0
009866	SUPPL     	65	Null	0
009866	SUPPL     	67	Null	0
009866	SUPPL     	70	Null	0
009866	SUPPL     	71	Null	0
009866	SUPPL     	72	Null	0
009866	SUPPL     	77	Null	7
009866	SUPPL     	77	Null	6
009866	SUPPL     	79	Null	7
009866	SUPPL     	79	Null	6
009866	SUPPL     	80	Null	0
009866	SUPPL     	90	Null	0
009866	SUPPL     	92	Null	0
009866	SUPPL     	95	Null	0
009866	SUPPL     	96	Null	0
009866	SUPPL     	97	Null	0
009866	SUPPL     	98	Null	15
009866	SUPPL     	98	Null	31
009866	SUPPL     	98	Null	6
009866	SUPPL     	98	Null	7
009866	SUPPL     	99	Null	0
009866	SUPPL     	101	Null	0
009866	SUPPL     	102	Null	0
009866	SUPPL     	103	Null	0
009866	SUPPL     	104	Null	15
009866	SUPPL     	104	Null	31
009866	SUPPL     	104	Null	6
009866	SUPPL     	104	Null	7
009866	SUPPL     	105	Null	6
009866	SUPPL     	105	Null	7
009866	SUPPL     	105	Null	15
009866	SUPPL     	105	Null	31
009866	SUPPL     	108	Null	0
009866	SUPPL     	113	Null	15
009866	SUPPL     	113	Null	31
009866	SUPPL     	113	Null	7
009866	SUPPL     	113	Null	6
009866	SUPPL     	115	Null	7
009866	SUPPL     	115	Null	15
009866	SUPPL     	115	Null	31
009866	SUPPL     	115	Null	6
009900	SUPPL     	18	Null	0
009900	SUPPL     	22	Null	0
009900	SUPPL     	27	Null	0
009986	SUPPL     	41	Null	0
009986	SUPPL     	43	Null	0
009986	SUPPL     	44	Null	0
009986	SUPPL     	45	Null	0
009986	SUPPL     	49	Null	0
009986	SUPPL     	52	Null	0
009986	SUPPL     	56	Null	0
009987	ORIG      	1	Null	0
009987	SUPPL     	19	Null	0
010012	SUPPL     	4	Null	0
010021	ORIG      	1	Null	0
010021	SUPPL     	28	Null	0
010021	SUPPL     	29	Null	0
010021	SUPPL     	33	Null	0
010021	SUPPL     	34	Null	0
010021	SUPPL     	35	Null	0
010021	SUPPL     	36	Null	0
010021	SUPPL     	37	Null	0
010021	SUPPL     	38	Null	0
010021	SUPPL     	39	Null	0
010021	SUPPL     	40	Null	0
010021	SUPPL     	41	Null	0
010021	SUPPL     	42	Null	0
010021	SUPPL     	43	Null	0
010021	SUPPL     	44	Null	0
010028	ORIG      	1	Null	0
010028	SUPPL     	13	Null	0
010028	SUPPL     	15	Null	0
010028	SUPPL     	16	Null	0
010028	SUPPL     	17	Null	0
010028	SUPPL     	18	Null	0
010028	SUPPL     	19	Null	0
010028	SUPPL     	21	Null	0
010028	SUPPL     	23	Null	0
010028	SUPPL     	24	Null	0
010028	SUPPL     	26	Null	0
010028	SUPPL     	27	Null	0
010040	SUPPL     	33	Null	0
010040	SUPPL     	53	Null	0
010040	SUPPL     	56	Null	0
010040	SUPPL     	59	Null	0
010040	SUPPL     	64	Null	0
010040	SUPPL     	66	Null	0
010040	SUPPL     	77	Null	0
010040	SUPPL     	80	Null	0
010040	SUPPL     	81	Null	0
010040	SUPPL     	83	Null	0
010040	SUPPL     	88	Null	0
010040	SUPPL     	89	Null	0
010040	SUPPL     	91	Null	0
010040	SUPPL     	92	Null	0
010040	SUPPL     	99	Null	0
010040	SUPPL     	108	Null	0
010040	SUPPL     	120	Null	0
010040	SUPPL     	134	Null	0
010040	SUPPL     	135	Null	0
010040	SUPPL     	137	Null	0
010040	SUPPL     	138	Null	0
010040	SUPPL     	139	Null	0
010040	SUPPL     	142	Null	0
010040	SUPPL     	144	Null	0
010040	SUPPL     	145	Null	0
010040	SUPPL     	160	Null	0
010040	SUPPL     	167	Null	0
010040	SUPPL     	171	Null	15
010040	SUPPL     	171	Null	31
010040	SUPPL     	171	Null	6
010040	SUPPL     	171	Null	7
010060	SUPPL     	9	Null	0
010060	SUPPL     	14	Null	0
010060	SUPPL     	16	Null	0
010093	ORIG      	1	Null	0
010093	SUPPL     	11	Null	0
010093	SUPPL     	12	Null	0
010093	SUPPL     	13	Null	0
010104	SUPPL     	4	Null	0
010104	SUPPL     	7	Null	0
010104	SUPPL     	8	Null	0
010104	SUPPL     	9	Null	0
010104	SUPPL     	15	Null	0
010104	SUPPL     	17	Null	0
010104	SUPPL     	18	Null	0
010104	SUPPL     	19	Null	0
010104	SUPPL     	20	Null	0
010104	SUPPL     	28	Null	6
010104	SUPPL     	28	Null	7
010104	SUPPL     	30	Null	0
010104	SUPPL     	31	Null	15
010104	SUPPL     	31	Null	31
010104	SUPPL     	31	Null	6
010104	SUPPL     	31	Null	7
010124	SUPPL     	3	Null	0
010151	SUPPL     	13	Null	0
010151	SUPPL     	16	Null	0
010151	SUPPL     	17	Null	0
010151	SUPPL     	21	Null	0
010151	SUPPL     	23	Null	0
010151	SUPPL     	26	Null	0
010151	SUPPL     	27	Null	0
010151	SUPPL     	28	Null	0
010151	SUPPL     	35	Null	0
010151	SUPPL     	36	Null	15
010151	SUPPL     	36	Null	7
010151	SUPPL     	36	Null	6
010151	SUPPL     	37	Null	15
010151	SUPPL     	37	Null	6
010151	SUPPL     	37	Null	7
010151	SUPPL     	38	Null	6
010151	SUPPL     	38	Null	7
010151	SUPPL     	38	Null	15
010151	SUPPL     	39	Null	7
010151	SUPPL     	39	Null	6
010151	SUPPL     	39	Null	15
010151	SUPPL     	39	Null	31
010151	SUPPL     	40	Null	7
010151	SUPPL     	40	Null	6
010151	SUPPL     	40	Null	15
010151	SUPPL     	40	Null	31
010151	SUPPL     	41	Null	15
010151	SUPPL     	41	Null	31
010151	SUPPL     	41	Null	6
010151	SUPPL     	41	Null	7
010151	SUPPL     	42	Null	6
010151	SUPPL     	42	Null	15
010151	SUPPL     	42	Null	31
010151	SUPPL     	42	Null	7
010151	SUPPL     	44	Null	15
010151	SUPPL     	44	Null	31
010151	SUPPL     	44	Null	6
010151	SUPPL     	44	Null	7
010151	SUPPL     	45	Null	6
010151	SUPPL     	45	Null	15
010151	SUPPL     	45	Null	31
010151	SUPPL     	45	Null	7
010151	SUPPL     	45	Null	33
010151	SUPPL     	46	Null	6
010151	SUPPL     	46	Null	7
010151	SUPPL     	46	Null	15
010151	SUPPL     	46	Null	31
010151	SUPPL     	47	Null	7
010151	SUPPL     	47	Null	6
010151	SUPPL     	47	Null	15
010151	SUPPL     	47	Null	31
010151	SUPPL     	48	Null	7
010151	SUPPL     	48	Null	6
010151	SUPPL     	48	Null	15
010151	SUPPL     	48	Null	31
010155	SUPPL     	9	Null	0
010155	SUPPL     	11	Null	0
010155	SUPPL     	12	Null	0
010155	SUPPL     	13	Null	0
010155	SUPPL     	17	Null	0
010155	SUPPL     	18	Null	0
010155	SUPPL     	19	Null	0
010155	SUPPL     	20	Null	0
010155	SUPPL     	22	Null	7
010155	SUPPL     	22	Null	6
010155	SUPPL     	22	Null	15
010155	SUPPL     	23	Null	7
010155	SUPPL     	23	Null	6
010155	SUPPL     	23	Null	15
010155	SUPPL     	24	Null	15
010155	SUPPL     	24	Null	31
010155	SUPPL     	24	Null	6
010155	SUPPL     	24	Null	7
010187	SUPPL     	21	Null	0
010187	SUPPL     	23	Null	0
010187	SUPPL     	24	Null	0
010187	SUPPL     	25	Null	0
010187	SUPPL     	26	Null	0
010187	SUPPL     	28	Null	0
010187	SUPPL     	30	Null	0
010187	SUPPL     	31	Null	0
010187	SUPPL     	34	Null	0
010187	SUPPL     	36	Null	0
010187	SUPPL     	38	Null	0
010187	SUPPL     	40	Null	0
010187	SUPPL     	41	Null	0
010187	SUPPL     	43	Null	0
010187	SUPPL     	44	Null	0
010187	SUPPL     	45	Null	0
010187	SUPPL     	51	Null	0
010187	SUPPL     	52	Null	0
010187	SUPPL     	53	Null	0
010187	SUPPL     	54	Null	0
010187	SUPPL     	55	Null	0
010187	SUPPL     	56	Null	0
010187	SUPPL     	59	Null	0
010187	SUPPL     	61	Null	0
010187	SUPPL     	62	Null	0
010187	SUPPL     	71	Null	7
010187	SUPPL     	71	Null	6
010187	SUPPL     	71	Null	15
010187	SUPPL     	72	Null	7
010187	SUPPL     	72	Null	6
010187	SUPPL     	73	Null	7
010187	SUPPL     	73	Null	6
010187	SUPPL     	74	Null	15
010187	SUPPL     	74	Null	6
010187	SUPPL     	74	Null	7
010187	SUPPL     	75	Null	0
010187	SUPPL     	76	Null	0
010187	SUPPL     	77	Null	6
010187	SUPPL     	77	Null	15
010187	SUPPL     	77	Null	31
010187	SUPPL     	77	Null	7
010187	SUPPL     	78	Null	0
010187	SUPPL     	80	Null	7
010187	SUPPL     	80	Null	6
010187	SUPPL     	80	Null	15
010187	SUPPL     	80	Null	31
010187	SUPPL     	81	Null	0
010187	SUPPL     	82	Null	15
010187	SUPPL     	82	Null	31
010187	SUPPL     	82	Null	6
010187	SUPPL     	82	Null	7
010187	SUPPL     	84	Null	0
010187	SUPPL     	87	Null	7
010187	SUPPL     	87	Null	6
010187	SUPPL     	87	Null	15
010187	SUPPL     	87	Null	31
010187	SUPPL     	91	Null	7
010187	SUPPL     	91	Null	33
010187	SUPPL     	91	Null	15
010187	SUPPL     	91	Null	31
010187	SUPPL     	91	Null	6
010187	SUPPL     	93	Null	7
010187	SUPPL     	93	Null	31
010187	SUPPL     	93	Null	6
010187	SUPPL     	93	Null	15
010210	ORIG      	1	Null	0
010210	SUPPL     	6	Null	0
010210	SUPPL     	7	Null	0
010210	SUPPL     	8	Null	0
010210	SUPPL     	9	Null	0
010210	SUPPL     	10	Null	0
010210	SUPPL     	11	Null	0
010210	SUPPL     	12	Null	0
010210	SUPPL     	13	Null	0
010210	SUPPL     	14	Null	0
010210	SUPPL     	15	Null	0
010210	SUPPL     	16	Null	0
010210	SUPPL     	17	Null	0
010210	SUPPL     	18	Null	0
010210	SUPPL     	19	Null	0
010210	SUPPL     	20	Null	0
010210	SUPPL     	21	Null	0
010210	SUPPL     	22	Null	0
010210	SUPPL     	23	Null	0
010220	ORIG      	1	Null	0
010220	SUPPL     	17	Null	0
010220	SUPPL     	21	Null	0
010220	SUPPL     	22	Null	0
010220	SUPPL     	23	Null	0
010220	SUPPL     	24	Null	0
010220	SUPPL     	25	Null	0
010220	SUPPL     	26	Null	0
010220	SUPPL     	27	Null	0
010220	SUPPL     	28	Null	0
010220	SUPPL     	29	Null	0
010220	SUPPL     	30	Null	0
010220	SUPPL     	31	Null	0
010220	SUPPL     	32	Null	0
010220	SUPPL     	33	Null	0
010220	SUPPL     	34	Null	0
010220	SUPPL     	35	Null	0
010220	SUPPL     	36	Null	0
010220	SUPPL     	37	Null	0
010220	SUPPL     	38	Null	0
010220	SUPPL     	39	Null	0
010220	SUPPL     	40	Null	0
010220	SUPPL     	41	Null	0
010220	SUPPL     	42	Null	0
010220	SUPPL     	43	Null	0
010220	SUPPL     	44	Null	0
010220	SUPPL     	45	Null	0
010220	SUPPL     	46	Null	0
010251	SUPPL     	11	Null	0
010251	SUPPL     	15	Null	0
010251	SUPPL     	16	Null	0
010251	SUPPL     	17	Null	0
010251	SUPPL     	19	Null	0
010251	SUPPL     	21	Null	0
010251	SUPPL     	22	Null	0
010251	SUPPL     	23	Null	0
010251	SUPPL     	24	Null	0
010255	ORIG      	1	Null	0
010255	SUPPL     	3	Null	0
010348	ORIG      	1	Null	0
010374	SUPPL     	22	Null	0
010374	SUPPL     	24	Null	0
010375	SUPPL     	7	Null	0
010375	SUPPL     	8	Null	0
010375	SUPPL     	13	Null	0
010375	SUPPL     	15	Null	0
010375	SUPPL     	16	Null	0
010375	SUPPL     	18	Null	0
010375	SUPPL     	22	Null	0
010379	SUPPL     	38	Null	0
010379	SUPPL     	41	Null	0
010379	SUPPL     	42	Null	0
010379	SUPPL     	43	Null	0
010379	SUPPL     	44	Null	0
010379	SUPPL     	46	Null	0
010379	SUPPL     	54	Null	15
010379	SUPPL     	54	Null	31
010379	SUPPL     	54	Null	6
010379	SUPPL     	54	Null	7
010379	SUPPL     	57	Null	15
010379	SUPPL     	57	Null	31
010392	SUPPL     	36	Null	0
010392	SUPPL     	37	Null	0
010392	SUPPL     	38	Null	0
010392	SUPPL     	40	Null	0
010401	SUPPL     	9	Null	0
010401	SUPPL     	10	Null	0
010401	SUPPL     	11	Null	0
010401	SUPPL     	13	Null	0
010402	SUPPL     	25	Null	0
010402	SUPPL     	26	Null	0
010402	SUPPL     	27	Null	0
010402	SUPPL     	29	Null	0
010402	SUPPL     	30	Null	0
010402	SUPPL     	31	Null	0
010402	SUPPL     	33	Null	0
010402	SUPPL     	34	Null	0
010402	SUPPL     	42	Null	0
010402	SUPPL     	43	Null	0
010402	SUPPL     	51	Null	0
010402	SUPPL     	63	Null	7
010402	SUPPL     	63	Null	6
010402	SUPPL     	63	Null	15
010402	SUPPL     	68	Null	7
010402	SUPPL     	68	Null	15
010402	SUPPL     	68	Null	31
010402	SUPPL     	68	Null	6
010417	SUPPL     	5	Null	0
010417	SUPPL     	6	Null	0
010417	SUPPL     	9	Null	0
010417	SUPPL     	12	Null	0
010417	SUPPL     	13	Null	0
010417	SUPPL     	14	Null	0
010417	SUPPL     	15	Null	0
010417	SUPPL     	16	Null	0
010417	SUPPL     	17	Null	0
010417	SUPPL     	18	Null	0
010417	SUPPL     	19	Null	0
010417	SUPPL     	20	Null	0
010417	SUPPL     	21	Null	0
010417	SUPPL     	27	Null	7
010417	SUPPL     	27	Null	6
010417	SUPPL     	31	Null	15
010417	SUPPL     	31	Null	4
010417	SUPPL     	32	Null	0
010418	SUPPL     	2	Null	0
010418	SUPPL     	5	Null	0
010441	SUPPL     	6	Null	0
010496	ORIG      	1	Null	0
010496	SUPPL     	6	Null	0
010496	SUPPL     	7	Null	0
010496	SUPPL     	8	Null	0
010496	SUPPL     	9	Null	0
010496	SUPPL     	10	Null	0
010496	SUPPL     	11	Null	0
010496	SUPPL     	12	Null	0
010496	SUPPL     	13	Null	0
010496	SUPPL     	14	Null	0
010496	SUPPL     	16	Null	0
010496	SUPPL     	17	Null	0
010496	SUPPL     	18	Null	0
010496	SUPPL     	19	Null	0
010515	SUPPL     	12	Null	0
010515	SUPPL     	13	Null	0
010515	SUPPL     	15	Null	0
010515	SUPPL     	20	Null	0
010515	SUPPL     	24	Null	0
010515	SUPPL     	31	Null	0
010533	SUPPL     	30	Null	0
010533	SUPPL     	33	Null	0
010562	ORIG      	1	Null	0
010562	SUPPL     	14	Null	0
010562	SUPPL     	15	Null	0
010562	SUPPL     	16	Null	0
010562	SUPPL     	17	Null	0
010562	SUPPL     	18	Null	0
010562	SUPPL     	20	Null	0
010562	SUPPL     	21	Null	0
010562	SUPPL     	23	Null	0
010562	SUPPL     	28	Null	0
010562	SUPPL     	29	Null	0
010562	SUPPL     	31	Null	0
010571	SUPPL     	86	Null	0
010596	SUPPL     	6	Null	0
010596	SUPPL     	7	Null	0
010596	SUPPL     	8	Null	0
010596	SUPPL     	11	Null	0
010596	SUPPL     	13	Null	0
010596	SUPPL     	15	Null	0
010596	SUPPL     	16	Null	0
010596	SUPPL     	22	Null	7
010596	SUPPL     	22	Null	6
010596	SUPPL     	23	Null	6
010596	SUPPL     	23	Null	7
010598	SUPPL     	6	Null	0
010598	SUPPL     	7	Null	0
010598	SUPPL     	8	Null	0
010598	SUPPL     	12	Null	0
010598	SUPPL     	14	Null	0
010611	SUPPL     	34	Null	0
010611	SUPPL     	35	Null	0
010653	ORIG      	1	Null	0
010653	SUPPL     	9	Null	0
010653	SUPPL     	10	Null	0
010653	SUPPL     	11	Null	0
010656	ORIG      	1	Null	0
010656	SUPPL     	9	Null	0
010656	SUPPL     	10	Null	0
010656	SUPPL     	11	Null	0
010656	SUPPL     	12	Null	0
010656	SUPPL     	13	Null	0
010656	SUPPL     	14	Null	0
010656	SUPPL     	15	Null	0
010656	SUPPL     	16	Null	0
010656	SUPPL     	17	Null	0
010656	SUPPL     	18	Null	0
010656	SUPPL     	19	Null	0
010656	SUPPL     	20	Null	0
010656	SUPPL     	21	Null	0
010656	SUPPL     	22	Null	0
010669	SUPPL     	5	Null	0
010669	SUPPL     	6	Null	0
010669	SUPPL     	7	Null	0
010669	SUPPL     	8	Null	0
010669	SUPPL     	14	Null	0
010669	SUPPL     	16	Null	0
010669	SUPPL     	18	Null	0
010669	SUPPL     	20	Null	0
010669	SUPPL     	21	Null	0
010669	SUPPL     	22	Null	0
010669	SUPPL     	23	Null	0
010669	SUPPL     	25	Null	0
010669	SUPPL     	30	Null	6
010669	SUPPL     	30	Null	7
010669	SUPPL     	32	Null	7
010669	SUPPL     	32	Null	15
010669	SUPPL     	32	Null	6
010679	SUPPL     	19	Null	0
010679	SUPPL     	24	Null	0
010679	SUPPL     	25	Null	0
010679	SUPPL     	26	Null	0
010679	SUPPL     	27	Null	0
010721	SUPPL     	50	Null	0
010721	SUPPL     	51	Null	0
010721	SUPPL     	52	Null	0
010721	SUPPL     	53	Null	0
010721	SUPPL     	54	Null	0
010721	SUPPL     	58	Null	15
010721	SUPPL     	58	Null	6
010721	SUPPL     	58	Null	7
010721	SUPPL     	61	Null	7
010721	SUPPL     	61	Null	6
010721	SUPPL     	61	Null	15
010721	SUPPL     	61	Null	31
010721	SUPPL     	62	Null	15
010721	SUPPL     	62	Null	31
010721	SUPPL     	62	Null	6
010721	SUPPL     	62	Null	7
010721	SUPPL     	63	Null	6
010721	SUPPL     	63	Null	15
010721	SUPPL     	63	Null	31
010721	SUPPL     	63	Null	7
010744	SUPPL     	17	Null	0
010753	ORIG      	1	Null	0
010753	SUPPL     	8	Null	0
010753	SUPPL     	9	Null	0
010753	SUPPL     	10	Null	0
010753	SUPPL     	11	Null	0
010753	SUPPL     	12	Null	0
010753	SUPPL     	15	Null	0
010753	SUPPL     	18	Null	0
010753	SUPPL     	19	Null	0
010753	SUPPL     	20	Null	0
010775	ORIG      	1	Null	0
010775	SUPPL     	15	Null	0
010775	SUPPL     	24	Null	0
010775	SUPPL     	25	Null	0
010775	SUPPL     	26	Null	0
010775	SUPPL     	27	Null	0
010775	SUPPL     	28	Null	0
010775	SUPPL     	29	Null	0
010775	SUPPL     	30	Null	0
010775	SUPPL     	31	Null	0
010787	ORIG      	1	Null	0
010787	SUPPL     	9	Null	0
010787	SUPPL     	10	Null	0
010787	SUPPL     	11	Null	0
010787	SUPPL     	12	Null	0
010787	SUPPL     	13	Null	0
010787	SUPPL     	14	Null	0
010787	SUPPL     	15	Null	0
010787	SUPPL     	16	Null	0
010787	SUPPL     	17	Null	0
010787	SUPPL     	19	Null	0
010787	SUPPL     	21	Null	0
010787	SUPPL     	22	Null	0
010787	SUPPL     	23	Null	0
010787	SUPPL     	24	Null	0
010787	SUPPL     	25	Null	0
010787	SUPPL     	28	Null	0
010787	SUPPL     	32	Null	0
010791	ORIG      	1	Null	0
010796	SUPPL     	9	Null	0
010796	SUPPL     	10	Null	0
010796	SUPPL     	12	Null	0
010799	ORIG      	1	Null	0
010799	SUPPL     	34	Null	0
010799	SUPPL     	35	Null	0
010799	SUPPL     	51	Null	0
010799	SUPPL     	52	Null	0
010799	SUPPL     	53	Null	0
010799	SUPPL     	56	Null	0
010799	SUPPL     	57	Null	0
010799	SUPPL     	58	Null	0
010799	SUPPL     	59	Null	0
010799	SUPPL     	60	Null	0
010799	SUPPL     	62	Null	0
010799	SUPPL     	63	Null	0
010799	SUPPL     	64	Null	0
010799	SUPPL     	65	Null	0
010799	SUPPL     	66	Null	0
010799	SUPPL     	67	Null	0
010799	SUPPL     	68	Null	0
010799	SUPPL     	69	Null	0
010799	SUPPL     	70	Null	0
010799	SUPPL     	71	Null	0
010799	SUPPL     	73	Null	0
010831	ORIG      	1	Null	0
010831	SUPPL     	32	Null	0
010831	SUPPL     	34	Null	0
010831	SUPPL     	35	Null	0
010831	SUPPL     	36	Null	0
010831	SUPPL     	37	Null	0
010831	SUPPL     	38	Null	0
010831	SUPPL     	39	Null	0
010831	SUPPL     	40	Null	0
010831	SUPPL     	42	Null	0
010831	SUPPL     	43	Null	0
010831	SUPPL     	48	Null	0
010831	SUPPL     	49	Null	0
010831	SUPPL     	51	Null	0
010831	SUPPL     	52	Null	0
010831	SUPPL     	53	Null	0
010831	SUPPL     	54	Null	0
010841	SUPPL     	5	Null	0
010841	SUPPL     	9	Null	0
010841	SUPPL     	10	Null	0
010841	SUPPL     	11	Null	0
010841	SUPPL     	12	Null	0
010841	SUPPL     	15	Null	0
010841	SUPPL     	16	Null	0
010841	SUPPL     	17	Null	0
010841	SUPPL     	22	Null	7
010841	SUPPL     	22	Null	6
010841	SUPPL     	23	Null	6
010841	SUPPL     	23	Null	7
010841	SUPPL     	24	Null	0
010841	SUPPL     	25	Null	15
010841	SUPPL     	25	Null	31
010909	SUPPL     	6	Null	0
010909	SUPPL     	8	Null	0
010909	SUPPL     	11	Null	0
010926	SUPPL     	7	Null	0
010926	SUPPL     	11	Null	0
010926	SUPPL     	14	Null	0
010926	SUPPL     	15	Null	0
010926	SUPPL     	16	Null	0
010926	SUPPL     	17	Null	0
010926	SUPPL     	18	Null	0
010926	SUPPL     	19	Null	0
010926	SUPPL     	20	Null	0
010926	SUPPL     	21	Null	0
010926	SUPPL     	27	Null	0
010926	SUPPL     	31	Null	0
010927	SUPPL     	3	Null	0
010927	SUPPL     	4	Null	0
010929	SUPPL     	18	Null	0
010929	SUPPL     	24	Null	0
010929	SUPPL     	25	Null	0
010929	SUPPL     	28	Null	0
010929	SUPPL     	32	Null	0
010929	SUPPL     	33	Null	0
010929	SUPPL     	34	Null	0
010929	SUPPL     	35	Null	0
010929	SUPPL     	36	Null	0
010942	ORIG      	1	Null	0
010942	SUPPL     	12	Null	0
010962	SUPPL     	9	Null	0
010971	ORIG      	1	Null	0
010971	SUPPL     	39	Null	0
010971	SUPPL     	41	Null	0
010971	SUPPL     	42	Null	0
010971	SUPPL     	43	Null	0
010971	SUPPL     	44	Null	0
010971	SUPPL     	46	Null	0
010971	SUPPL     	48	Null	0
010976	SUPPL     	53	Null	0
010976	SUPPL     	61	Null	0
010976	SUPPL     	63	Null	0
010976	SUPPL     	64	Null	0
010996	ORIG      	1	Null	0
010996	SUPPL     	14	Null	0
010996	SUPPL     	20	Null	0
010996	SUPPL     	22	Null	0
010996	SUPPL     	23	Null	0
010996	SUPPL     	24	Null	0
010996	SUPPL     	26	Null	0
010996	SUPPL     	27	Null	0
010996	SUPPL     	28	Null	0
010996	SUPPL     	29	Null	0
010996	SUPPL     	30	Null	0
010996	SUPPL     	31	Null	0
010996	SUPPL     	32	Null	0
010996	SUPPL     	33	Null	0
010996	SUPPL     	34	Null	0
010996	SUPPL     	35	Null	0
010996	SUPPL     	36	Null	0
010996	SUPPL     	37	Null	0
010996	SUPPL     	40	Null	0
010996	SUPPL     	41	Null	0
010996	SUPPL     	42	Null	0
010996	SUPPL     	47	Null	0
010996	SUPPL     	48	Null	0
010996	SUPPL     	55	Null	0
010996	SUPPL     	57	Null	0
010996	SUPPL     	58	Null	0
010996	SUPPL     	60	Null	0
010996	SUPPL     	61	Null	0
010996	SUPPL     	62	Null	0
010996	SUPPL     	63	Null	0
010996	SUPPL     	64	Null	0
010996	SUPPL     	65	Null	0
010996	SUPPL     	68	Null	0
010997	ORIG      	1	Null	0
010997	SUPPL     	10	Null	0
010997	SUPPL     	13	Null	0
010997	SUPPL     	14	Null	0
010997	SUPPL     	15	Null	0
010997	SUPPL     	16	Null	0
010997	SUPPL     	18	Null	0
010997	SUPPL     	19	Null	0
010997	SUPPL     	20	Null	0
010997	SUPPL     	21	Null	0
010997	SUPPL     	22	Null	0
010997	SUPPL     	23	Null	0
010997	SUPPL     	24	Null	0
010997	SUPPL     	25	Null	0
010997	SUPPL     	26	Null	0
010997	SUPPL     	27	Null	0
010997	SUPPL     	28	Null	0
010997	SUPPL     	31	Null	0
010997	SUPPL     	32	Null	0
010997	SUPPL     	33	Null	0
010997	SUPPL     	35	Null	0
010997	SUPPL     	40	Null	0
010997	SUPPL     	41	Null	0
010997	SUPPL     	42	Null	0
010997	SUPPL     	43	Null	0
010997	SUPPL     	44	Null	0
010997	SUPPL     	45	Null	0
010997	SUPPL     	46	Null	0
010997	SUPPL     	47	Null	0
010997	SUPPL     	51	Null	0
010997	SUPPL     	52	Null	0
011011	SUPPL     	8	Null	0
011011	SUPPL     	11	Null	37
011011	SUPPL     	12	Null	0
011011	SUPPL     	13	Null	0
011011	SUPPL     	17	Null	0
011011	SUPPL     	18	Null	0
