MarketingStatusID	ApplNo	ProductNo
1	017447	002
2	017450	002
3	017451	001
3	017452	001
1	017453	001
3	017454	001
3	017456	001
3	017460	001
3	017463	002
3	017463	003
3	017463	004
3	017463	005
1	017464	001
3	017466	001
3	017468	001
1	017469	001
3	017471	001
3	017473	001
3	017473	003
3	017476	002
1	017478	001
3	017481	001
1	017484	001
3	017486	001
3	017486	002
3	017486	003
3	017486	004
3	017486	005
3	017488	001
3	017489	002
3	017493	001
3	017493	002
3	017493	003
3	017493	004
3	017493	005
3	017493	006
3	017493	007
3	017494	001
3	017497	001
3	017498	001
3	017498	002
3	017498	003
3	017503	001
3	017503	002
3	017503	003
3	017506	001
3	017508	001
3	017508	002
3	017508	004
3	017510	001
3	017512	001
3	017512	002
3	017512	003
1	017512	004
1	017512	005
1	017512	006
3	017512	007
3	017512	008
3	017512	009
3	017512	010
3	017512	011
1	017512	012
1	017512	013
1	017512	014
1	017512	015
1	017513	001
1	017514	001
3	017516	001
3	017518	001
3	017521	001
3	017521	002
3	017521	003
3	017521	004
3	017521	005
3	017521	006
1	017522	001
3	017525	001
3	017525	002
3	017525	003
3	017525	004
3	017525	006
3	017525	007
3	017525	008
3	017528	001
1	017530	001
3	017531	006
1	017532	001
1	017532	002
1	017532	003
1	017533	001
1	017533	002
1	017533	003
3	017533	005
3	017533	006
3	017534	003
1	017534	005
3	017535	001
3	017535	002
3	017536	001
1	017538	001
3	017540	001
3	017540	002
3	017540	003
3	017540	004
3	017540	005
3	017543	001
3	017543	002
3	017543	003
3	017546	001
3	017548	001
3	017549	001
3	017550	001
3	017550	003
3	017551	001
3	017553	001
1	017555	001
1	017555	002
1	017555	003
1	017556	001
3	017557	002
3	017557	003
3	017557	004
3	017558	001
3	017559	001
3	017560	001
3	017560	002
3	017561	001
3	017562	001
1	017563	001
1	017563	002
1	017563	003
1	017563	004
3	017565	001
3	017565	002
3	017566	001
3	017569	001
3	017571	001
3	017573	001
3	017575	001
3	017575	002
3	017576	001
3	017577	001
1	017579	002
3	017581	002
3	017581	003
1	017581	004
1	017584	001
1	017584	002
1	017585	001
1	017586	001
1	017588	001
1	017588	002
1	017588	003
3	017588	004
3	017589	001
3	017594	001
3	017598	001
3	017598	002
3	017601	001
3	017603	001
3	017604	002
1	017604	003
1	017604	004
3	017605	001
1	017606	001
1	017607	001
1	017608	001
1	017609	001
1	017610	001
3	017612	001
3	017613	001
3	017618	001
3	017618	002
3	017619	001
1	017624	001
3	017628	001
3	017628	002
3	017630	001
3	017630	002
3	017633	001
1	017634	001
1	017634	002
1	017634	003
1	017634	004
1	017635	001
3	017636	001
1	017637	002
3	017638	001
1	017641	001
1	017643	001
3	017646	001
3	017646	002
1	017648	001
1	017648	002
3	017648	003
3	017648	004
1	017648	005
3	017651	003
3	017651	005
1	017651	006
3	017651	008
3	017653	001
3	017655	001
1	017656	001
3	017657	001
3	017658	001
3	017659	001
3	017661	001
3	017661	002
3	017661	003
3	017664	001
3	017667	001
3	017668	001
3	017669	001
3	017670	001
3	017672	001
3	017673	001
3	017673	002
3	017673	003
3	017673	004
3	017673	005
3	017673	006
3	017673	007
3	017673	008
3	017673	009
3	017675	001
3	017675	002
3	017680	001
3	017681	001
1	017683	001
1	017683	002
1	017683	003
1	017683	004
1	017683	005
3	017684	001
3	017685	001
3	017687	001
3	017687	002
3	017687	003
3	017688	001
3	017690	001
3	017691	001
1	017692	001
3	017693	001
3	017693	002
3	017694	001
1	017697	001
3	017698	001
3	017700	001
3	017701	001
3	017701	002
3	017702	001
3	017702	002
3	017703	001
1	017707	001
3	017710	001
3	017714	001
3	017716	001
3	017717	002
3	017724	001
3	017725	001
3	017735	001
3	017736	003
3	017736	004
3	017739	001
3	017741	001
3	017743	001
3	017744	001
1	017744	002
3	017751	003
3	017751	004
3	017751	005
3	017751	006
3	017751	007
3	017756	001
3	017756	002
1	017760	001
1	017765	001
1	017766	001
2	017768	001
3	017769	001
3	017771	001
1	017771	002
3	017776	001
3	017780	001
3	017780	002
3	017780	003
3	017780	004
3	017780	005
3	017781	001
1	017783	001
1	017783	002
3	017783	003
3	017784	001
3	017785	001
1	017788	001
3	017789	002
3	017789	003
3	017789	004
3	017789	005
1	017794	001
1	017794	002
1	017794	003
3	017796	001
1	017799	001
3	017802	001
1	017806	001
3	017806	002
3	017807	001
3	017808	001
1	017808	002
3	017810	001
1	017812	001
1	017812	002
1	017812	003
3	017813	001
3	017814	001
3	017818	001
3	017820	002
3	017821	001
3	017821	002
1	017823	001
1	017824	001
3	017829	001
1	017830	001
3	017831	001
3	017831	002
3	017833	001
3	017835	001
3	017835	002
3	017835	003
1	017836	001
1	017836	002
1	017836	003
1	017837	001
1	017837	002
3	017837	003
3	017837	004
3	017837	005
1	017849	001
1	017849	002
3	017850	001
3	017851	001
3	017851	003
3	017853	001
3	017853	002
1	017854	001
1	017854	002
3	017856	001
3	017857	001
3	017857	002
3	017857	004
1	017858	001
3	017862	001
3	017862	004
1	017863	001
3	017864	001
1	017865	001
1	017866	001
1	017867	001
3	017869	001
1	017871	001
1	017874	001
1	017875	001
1	017876	001
1	017881	001
3	017884	001
1	017892	001
3	017892	002
1	017892	003
3	017895	001
3	017895	002
3	017895	003
3	017902	001
3	017903	001
3	017906	001
3	017907	001
3	017911	001
3	017911	002
3	017914	001
3	017917	001
3	017919	002
3	017920	002
3	017920	003
3	017920	004
3	017920	005
3	017922	001
3	017922	002
3	017922	003
3	017923	001
3	017923	002
3	017924	001
3	017938	001
3	017939	002
3	017941	002
3	017943	001
3	017943	003
3	017944	001
1	017948	001
3	017950	001
3	017952	001
3	017952	002
3	017954	001
1	017955	001
3	017956	001
3	017957	001
3	017957	002
3	017957	003
3	017957	004
3	017959	001
1	017962	001
1	017962	002
1	017963	001
1	017963	002
3	017968	001
3	017970	001
3	017970	002
3	017971	001
3	017972	001
3	017979	001
3	017979	002
3	017979	003
3	017980	001
3	017980	002
3	017982	001
3	017982	002
3	017982	003
3	017982	004
3	017986	001
3	017986	002
3	017986	003
1	017989	001
3	017993	001
3	017993	003
3	017994	001
3	017995	001
3	017995	002
3	018000	001
3	018004	001
3	018006	001
3	018006	002
3	018008	001
3	018008	002
3	018008	003
1	018008	004
1	018008	005
1	018008	006
1	018008	007
1	018008	008
1	018008	009
1	018008	010
3	018009	001
3	018012	001
1	018013	001
1	018013	002
1	018013	003
1	018013	004
3	018014	001
1	018016	001
3	018017	001
3	018017	002
3	018017	004
3	018021	001
3	018021	002
3	018021	003
3	018021	004
3	018023	001
3	018024	001
3	018024	002
3	018025	001
3	018026	001
1	018027	001
3	018029	001
3	018030	001
3	018030	002
3	018030	003
3	018030	004
3	018030	005
3	018031	001
3	018031	002
3	018035	001
1	018035	002
1	018037	001
1	018037	002
1	018037	003
1	018037	004
1	018037	005
1	018037	006
1	018037	007
1	018037	008
1	018037	009
3	018039	001
3	018040	001
1	018044	001
1	018044	002
1	018045	001
3	018046	001
3	018047	001
3	018050	001
3	018052	002
3	018053	001
3	018053	002
3	018053	003
3	018055	001
3	018057	001
3	018057	002
3	018057	003
1	018057	004
1	018058	001
2	018060	001
3	018060	002
3	018060	003
3	018061	001
3	018062	001
1	018063	001
1	018063	002
3	018063	003
3	018063	004
1	018063	005
2	018066	001
3	018067	001
3	018067	002
3	018069	001
1	018074	001
3	018076	001
3	018077	001
1	018080	001
3	018081	001
3	018082	001
3	018084	001
1	018086	001
1	018086	002
3	018087	001
3	018088	001
3	018089	001
1	018090	001
3	018096	001
3	018101	001
3	018102	001
3	018104	001
3	018104	002
1	018107	001
3	018110	002
3	018115	001
3	018116	001
3	018116	002
3	018117	001
3	018118	001
3	018118	002
3	018118	003
3	018118	004
3	018123	001
3	018123	002
3	018123	003
1	018124	001
3	018125	001
3	018127	001
3	018128	001
1	018132	001
1	018132	002
1	018132	003
1	018132	004
3	018138	001
1	018140	001
1	018140	002
3	018141	001
3	018141	002
3	018144	001
3	018144	002
3	018144	003
1	018147	002
1	018147	003
3	018148	001
1	018150	001
3	018152	001
3	018153	001
3	018154	001
3	018154	003
3	018155	001
1	018156	001
3	018160	001
1	018161	001
1	018163	001
1	018163	002
1	018163	003
1	018163	004
3	018164	001
1	018164	003
3	018166	001
3	018166	002
3	018166	003
3	018166	004
3	018168	001
3	018173	001
3	018179	001
3	018181	001
2	018181	002
3	018182	002
3	018183	001
3	018184	001
3	018185	001
3	018186	001
3	018191	001
3	018197	001
3	018197	002
1	018200	001
3	018201	001
3	018202	001
3	018203	001
3	018205	001
1	018206	001
3	018207	001
3	018207	002
3	018207	003
3	018207	004
3	018211	001
1	018225	001
1	018225	002
1	018225	003
3	018226	001
1	018227	001
3	018229	001
3	018230	002
3	018232	001
1	018233	001
3	018234	001
3	018237	001
3	018238	001
3	018238	002
3	018239	001
1	018240	001
1	018240	002
1	018240	004
3	018241	001
3	018241	002
3	018242	001
3	018242	002
1	018243	001
1	018243	002
3	018245	001
3	018246	001
3	018247	001
1	018248	001
1	018248	002
1	018248	003
3	018249	001
1	018251	001
3	018252	001
3	018254	001
3	018256	001
3	018257	001
3	018257	002
3	018258	001
1	018261	001
1	018261	002
1	018261	003
3	018263	001
1	018264	001
3	018267	001
3	018268	001
3	018268	002
3	018268	003
3	018268	004
3	018268	005
3	018268	006
3	018268	009
3	018268	010
3	018268	011
3	018268	012
3	018268	013
3	018268	014
3	018269	002
3	018270	001
3	018271	001
3	018272	001
3	018273	001
3	018274	001
1	018276	001
1	018276	002
1	018276	003
1	018276	004
1	018279	001
3	018279	002
1	018279	003
3	018281	001
3	018285	001
3	018285	002
3	018289	001
3	018290	001
3	018296	001
3	018297	001
3	018297	002
1	018299	001
2	018300	001
1	018303	001
3	018303	002
3	018303	003
1	018304	001
1	018304	002
1	018304	003
1	018304	004
1	018304	005
3	018307	001
3	018309	001
3	018310	001
3	018312	001
3	018312	002
1	018313	001
1	018314	001
1	018315	001
1	018316	001
1	018321	001
1	018327	001
1	018327	002
1	018332	001
1	018333	001
3	018335	001
1	018336	001
2	018337	001
2	018337	002
2	018337	003
2	018337	004
3	018340	001
3	018342	001
3	018342	002
3	018343	001
3	018343	002
3	018343	003
3	018343	004
3	018343	005
3	018343	006
3	018343	007
3	018353	001
3	018353	002
3	018354	001
3	018354	002
3	018358	001
3	018361	001
1	018362	002
1	018362	003
3	018362	004
1	018362	005
3	018362	006
3	018362	007
3	018362	008
1	018362	009
1	018362	010
3	018363	001
1	018365	001
3	018365	002
3	018365	003
3	018365	004
3	018365	005
3	018365	006
3	018365	007
3	018365	008
3	018365	009
3	018366	001
3	018369	001
3	018369	002
3	018370	001
3	018370	002
1	018371	001
3	018371	002
3	018371	003
3	018374	001
3	018375	001
3	018376	001
3	018379	001
3	018379	002
3	018379	003
3	018379	004
3	018379	005
3	018379	006
3	018379	007
3	018379	008
3	018380	001
3	018385	001
3	018386	001
3	018388	001
3	018388	002
3	018388	003
3	018389	001
3	018397	001
3	018398	001
3	018398	002
3	018399	001
3	018400	001
1	018401	001
3	018405	001
3	018406	001
3	018406	002
3	018413	001
3	018413	002
3	018415	001
3	018415	002
3	018415	003
3	018417	001
3	018418	001
3	018419	001
3	018419	002
3	018419	003
3	018420	001
1	018421	001
3	018422	001
3	018422	002
1	018422	003
3	018423	001
3	018429	001
3	018439	002
3	018440	002
3	018445	001
3	018445	002
1	018449	001
3	018450	001
3	018452	001
3	018458	001
3	018459	001
3	018460	001
3	018460	002
3	018460	003
3	018460	004
3	018460	005
3	018460	006
3	018460	007
3	018460	008
3	018460	009
3	018461	001
1	018461	002
1	018461	003
1	018461	004
3	018462	001
3	018465	001
3	018467	001
1	018469	001
3	018470	001
3	018471	001
3	018473	001
1	018482	001
3	018482	002
1	018484	001
3	018485	001
1	018487	001
1	018487	002
3	018489	001
1	018494	001
1	018495	001
3	018497	001
3	018498	001
3	018499	001
3	018500	001
3	018501	001
3	018502	001
3	018503	001
3	018504	001
3	018506	001
3	018507	001
1	018508	001
3	018509	001
1	018511	001
3	018512	001
3	018513	002
1	018514	001
3	018517	001
3	018517	002
3	018519	001
2	018520	002
3	018521	001
3	018522	001
1	018523	001
3	018531	001
3	018533	001
3	018535	001
3	018535	002
3	018535	003
3	018536	001
3	018536	002
3	018537	001
3	018537	002
3	018538	001
3	018538	002
3	018543	001
3	018543	002
3	018548	001
3	018549	001
3	018550	002
3	018550	003
3	018551	001
1	018553	001
1	018553	002
1	018553	003
1	018553	004
3	018554	001
3	018555	001
3	018557	001
1	018558	001
1	018561	001
1	018562	001
1	018563	001
1	018564	001
1	018565	001
1	018565	002
1	018565	003
1	018565	004
1	018569	001
1	018569	002
1	018569	005
3	018571	001
1	018578	001
3	018578	003
3	018579	001
3	018580	001
3	018580	002
3	018581	001
1	018582	001
3	018584	001
3	018586	001
3	018587	001
3	018587	002
3	018587	003
3	018588	001
3	018588	002
3	018590	001
3	018592	001
3	018593	001
3	018593	002
3	018593	003
1	018594	001
3	018596	001
3	018598	003
3	018598	004
3	018599	001
3	018599	002
1	018602	001
1	018602	002
1	018602	003
1	018602	004
3	018603	001
3	018603	002
3	018603	003
1	018604	001
3	018605	001
1	018608	001
1	018609	001
1	018609	002
3	018609	003
1	018609	004
2	018612	002
2	018612	003
2	018612	004
3	018613	001
3	018614	001
1	018615	001
3	018615	002
3	018620	001
3	018620	002
3	018621	001
1	018629	001
1	018629	002
1	018629	003
1	018629	004
1	018629	005
1	018629	006
1	018629	007
1	018629	008
3	018631	001
1	018632	001
1	018632	002
1	018634	001
1	018642	001
3	018644	001
3	018644	002
3	018644	003
3	018647	001
3	018647	002
3	018649	001
3	018649	002
3	018649	003
3	018649	004
3	018649	005
3	018649	006
3	018649	007
1	018651	001
1	018651	002
1	018651	003
1	018652	001
3	018654	001
3	018654	002
1	018655	001
1	018655	002
3	018656	001
1	018657	001
2	018658	001
1	018659	001
1	018659	002
3	018660	001
3	018662	002
3	018662	003
3	018662	004
3	018663	001
3	018663	002
2	018664	001
2	018664	002
1	018667	001
3	018668	001
3	018669	001
3	018670	001
1	018671	001
1	018671	002
3	018671	003
3	018672	001
3	018672	002
3	018674	001
3	018675	001
1	018676	001
1	018677	001
3	018678	001
1	018679	001
1	018680	001
1	018681	001
3	018682	001
3	018683	001
3	018684	001
2	018685	001
3	018685	002
3	018686	001
3	018687	001
3	018687	002
3	018687	003
3	018687	004
1	018689	001
3	018690	001
3	018690	002
1	018692	001
3	018700	001
1	018701	001
1	018701	002
3	018702	001
3	018703	001
3	018703	002
3	018704	001
3	018705	001
1	018705	002
3	018706	001
3	018707	001
1	018708	001
3	018708	003
3	018709	001
3	018709	002
3	018709	003
3	018709	004
3	018713	001
1	018714	001
3	018716	001
1	018716	002
1	018716	003
3	018716	004
3	018719	001
3	018719	002
3	018721	001
3	018722	001
3	018722	002
3	018722	003
3	018722	004
1	018723	001
1	018723	002
1	018723	003
3	018725	001
3	018726	001
3	018730	001
3	018730	002
3	018731	001
3	018731	002
3	018731	003
3	018731	004
3	018733	001
1	018735	001
1	018735	002
1	018735	003
1	018735	004
3	018735	005
1	018735	006
1	018735	007
1	018737	001
1	018738	001
3	018740	001
3	018740	002
1	018741	001
3	018744	001
3	018744	002
3	018744	003
3	018744	004
3	018746	002
3	018747	001
1	018748	001
1	018749	001
3	018750	002
1	018751	001
3	018753	001
3	018753	002
3	018754	001
3	018754	002
3	018754	003
3	018757	002
3	018757	003
3	018758	001
1	018760	001
1	018760	002
3	018761	001
3	018761	002
3	018762	001
3	018763	001
3	018764	001
3	018764	002
3	018766	002
3	018766	003
3	018768	001
3	018770	001
1	018771	001
3	018774	001
3	018776	002
3	018776	003
2	018780	001
1	018780	002
1	018780	004
2	018780	005
2	018781	001
3	018782	001
3	018785	001
3	018785	002
3	018786	001
3	018790	001
3	018792	001
3	018793	001
3	018794	001
3	018795	001
3	018796	001
3	018799	001
1	018800	001
3	018801	001
1	018801	002
1	018801	003
1	018801	004
1	018801	005
1	018802	001
1	018803	001
3	018804	001
3	018804	002
3	018806	001
3	018806	002
3	018807	001
3	018807	002
3	018807	003
3	018807	004
1	018810	001
3	018812	001
3	018812	002
3	018813	001
3	018814	001
3	018814	002
3	018814	003
3	018814	004
3	018817	001
3	018817	002
3	018817	003
3	018817	004
3	018818	001
3	018818	002
3	018821	001
1	018823	001
1	018823	002
1	018826	001
1	018826	002
1	018826	003
1	018827	001
3	018828	001
3	018829	001
3	018829	002
3	018830	001
3	018830	002
3	018830	003
3	018830	004
3	018831	001
3	018831	002
1	018832	002
3	018833	001
3	018839	001
3	018840	001
1	018841	004
3	018843	001
3	018844	001
3	018845	001
1	018849	001
3	018851	001
3	018851	002
3	018852	001
3	018854	001
3	018856	001
3	018858	001
3	018858	002
1	018859	001
3	018860	002
1	018861	001
3	018862	001
3	018863	001
3	018864	001
1	018865	001
1	018866	001
3	018867	001
3	018868	001
3	018868	002
3	018869	001
3	018870	001
3	018871	001
3	018871	002
3	018872	001
3	018872	002
3	018873	002
3	018873	003
3	018873	004
3	018874	001
3	018874	002
3	018875	001
3	018875	002
3	018876	001
3	018876	002
3	018876	003
3	018876	004
3	018876	005
3	018876	006
3	018876	007
3	018876	008
3	018876	009
1	018877	001
3	018878	001
1	018883	001
1	018883	002
1	018883	003
1	018883	004
1	018883	005
1	018883	006
3	018885	001
3	018885	002
3	018887	001
1	018888	001
3	018889	001
1	018890	002
1	018891	001
1	018891	002
1	018891	003
1	018892	001
1	018893	001
3	018894	001
3	018894	002
3	018894	003
1	018895	001
1	018896	001
3	018897	001
1	018897	002
1	018897	003
3	018899	001
1	018900	001
3	018901	001
1	018902	001
3	018904	001
3	018905	002
3	018907	001
3	018911	001
3	018911	002
3	018911	003
3	018911	004
3	018911	005
3	018911	006
3	018911	007
3	018911	008
3	018911	009
3	018916	001
3	018916	002
3	018916	003
3	018916	004
3	018916	005
1	018916	006
1	018916	007
1	018916	008
3	018916	009
1	018916	010
1	018916	011
3	018917	001
3	018917	003
3	018920	001
1	018921	001
3	018922	002
3	018922	003
3	018922	004
3	018922	005
3	018923	001
3	018924	001
3	018924	002
3	018924	003
3	018924	004
1	018925	001
3	018925	002
3	018926	001
1	018927	001
3	018928	001
3	018930	001
1	018931	001
1	018931	002
1	018931	003
3	018932	001
3	018933	002
3	018934	001
3	018934	002
3	018935	001
1	018936	001
1	018936	003
3	018936	004
1	018936	006
3	018936	007
3	018936	008
1	018938	001
3	018938	002
3	018946	001
3	018946	002
3	018947	001
1	018948	001
3	018948	002
3	018954	001
1	018956	001
1	018956	002
1	018956	003
1	018956	004
1	018956	005
3	018956	006
3	018956	007
1	018956	008
1	018956	009
1	018959	001
1	018960	001
1	018961	001
1	018962	001
1	018963	001
1	018965	001
3	018967	001
3	018967	002
3	018967	003
3	018969	001
3	018970	001
3	018972	001
3	018976	001
3	018976	004
3	018977	001
1	018977	002
3	018983	004
3	018983	005
3	018983	006
3	018983	007
3	018983	008
3	018983	009
3	018983	010
1	018983	012
3	018985	001
3	018985	002
3	018986	001
3	018988	001
2	018989	001
3	018991	001
3	018996	001
3	018997	001
1	018998	001
1	018998	002
1	018998	003
1	018998	005
3	019001	001
3	019001	002
3	019001	003
3	019002	001
3	019002	002
3	019002	003
3	019004	001
3	019004	002
3	019005	001
3	019005	002
3	019005	003
3	019006	001
3	019008	001
3	019008	002
3	019008	003
3	019009	001
3	019010	001
1	019011	001
3	019011	002
3	019012	001
3	019012	002
2	019012	003
3	019012	004
3	019014	001
1	019018	001
1	019018	003
1	019022	001
1	019022	002
1	019024	001
3	019025	001
1	019028	001
3	019029	001
3	019030	001
3	019032	001
3	019032	002
3	019032	003
3	019033	001
3	019034	001
3	019034	002
1	019034	003
1	019034	004
3	019034	005
1	019034	006
3	019036	001
3	019037	001
3	019038	001
1	019039	001
3	019042	001
3	019042	002
3	019042	004
1	019044	001
3	019046	001
3	019046	002
3	019046	003
3	019046	004
3	019047	001
1	019048	001
1	019049	001
1	019050	001
3	019055	001
3	019057	001
3	019057	002
3	019057	003
3	019057	004
3	019058	001
3	019059	001
3	019059	002
3	019059	003
3	019069	001
1	019071	001
1	019071	002
1	019071	003
3	019077	001
1	019079	001
3	019080	001
3	019080	002
3	019081	002
3	019081	003
3	019082	001
3	019082	002
3	019082	003
3	019083	001
3	019083	002
3	019083	003
3	019084	001
3	019085	001
1	019090	001
3	019091	001
1	019099	001
1	019099	002
1	019099	003
1	019099	004
1	019101	001
3	019106	001
3	019111	001
3	019112	001
3	019112	002
1	019115	001
1	019116	001
1	019117	001
3	019118	001
3	019119	001
3	019120	001
3	019121	001
3	019121	002
3	019121	003
1	019123	001
1	019123	002
2	019125	001
2	019127	001
1	019129	001
1	019129	003
3	019130	001
3	019130	002
3	019130	003
3	019134	001
3	019135	001
3	019136	001
1	019137	001
3	019138	001
3	019140	001
1	019141	001
3	019143	001
3	019151	001
3	019151	002
3	019151	003
1	019152	001
3	019152	002
1	019152	003
3	019155	001
1	019157	001
3	019174	001
3	019174	002
3	019174	003
3	019174	004
1	019183	001
3	019185	001
3	019185	002
3	019185	003
3	019185	004
3	019188	001
3	019190	001
3	019192	001
1	019193	001
3	019193	002
1	019194	001
3	019201	001
3	019201	002
3	019201	003
3	019204	001
3	019204	002
3	019204	003
3	019211	001
3	019211	002
3	019211	003
3	019211	004
3	019211	005
3	019211	006
3	019211	007
3	019212	001
3	019212	002
3	019212	003
3	019215	001
1	019216	001
3	019217	001
3	019218	001
1	019219	002
1	019221	001
1	019221	003
3	019222	001
3	019228	001
3	019229	002
2	019240	001
3	019243	001
3	019243	002
1	019257	001
1	019257	002
2	019258	001
2	019258	002
3	019259	001
3	019260	001
1	019261	001
1	019264	001
1	019268	001
1	019268	003
3	019269	002
1	019270	001
3	019271	001
3	019279	001
3	019280	001
1	019281	001
3	019284	001
3	019287	001
3	019292	001
3	019297	001
3	019297	002
3	019297	003
3	019304	001
3	019304	002
3	019304	003
3	019304	004
1	019308	001
1	019308	002
1	019308	003
1	019308	004
1	019308	005
1	019308	006
1	019308	007
3	019309	001
1	019316	001
1	019316	002
1	019316	003
1	019316	004
1	019319	002
3	019322	001
3	019323	001
3	019326	001
3	019329	001
3	019334	001
1	019339	001
1	019339	002
1	019339	003
1	019339	004
1	019345	001
3	019346	001
3	019350	001
1	019353	001
1	019356	001
1	019357	001
3	019358	001
3	019359	001
1	019367	001
1	019367	002
1	019367	003
1	019367	004
1	019367	005
1	019367	006
1	019367	007
1	019367	008
3	019368	001
3	019369	001
3	019369	002
3	019374	001
3	019381	001
3	019382	001
3	019382	002
3	019382	003
3	019383	001
3	019384	002
3	019385	001
3	019385	002
3	019385	003
3	019386	002
3	019386	003
1	019386	004
1	019386	005
1	019386	006
3	019386	007
3	019387	001
1	019389	001
3	019395	001
3	019395	002
3	019395	003
1	019398	001
3	019399	001
3	019400	001
3	019401	001
3	019404	001
2	019407	001
3	019408	001
3	019408	002
3	019412	002
1	019414	001
3	019415	002
3	019415	003
3	019415	004
3	019415	005
1	019416	001
3	019421	001
2	019422	001
3	019425	001
3	019428	001
1	019429	003
1	019430	001
1	019430	002
3	019430	003
3	019430	004
3	019432	001
3	019434	001
3	019435	001
3	019436	001
3	019437	004
3	019437	005
3	019437	006
3	019437	007
3	019437	008
3	019438	001
3	019438	002
3	019438	003
3	019438	004
3	019438	005
3	019439	001
3	019439	002
3	019440	001
3	019443	001
3	019443	002
1	019445	001
1	019445	002
3	019451	001
3	019451	002
1	019452	001
1	019452	002
1	019452	003
3	019453	001
3	019456	001
3	019456	002
3	019462	001
3	019462	002
1	019463	001
1	019463	002
1	019465	001
1	019465	002
1	019466	001
3	019471	001
3	019471	002
3	019471	003
3	019471	004
2	019476	001
3	019478	001
3	019478	002
1	019479	001
1	019480	001
1	019481	001
3	019482	001
3	019483	001
3	019484	001
3	019485	001
3	019486	001
2	019487	001
2	019487	002
3	019488	001
3	019488	002
3	019489	001
3	019490	001
3	019491	001
1	019492	002
3	019493	001
3	019498	001
3	019500	001
3	019500	002
2	019501	002
2	019501	003
3	019503	001
3	019504	002
3	019505	002
3	019506	001
3	019507	001
3	019507	002
3	019508	001
3	019508	002
3	019510	001
3	019510	004
1	019513	001
3	019514	001
3	019515	001
1	019516	001
1	019516	002
1	019516	003
1	019516	004
1	019516	005
3	019518	001
3	019518	002
3	019520	001
3	019520	002
3	019520	003
3	019520	004
3	019520	005
3	019520	006
3	019520	007
3	019520	008
3	019520	009
3	019520	010
2	019522	001
3	019523	001
3	019525	001
3	019527	001
3	019530	001
1	019531	001
1	019531	002
3	019532	001
3	019536	001
3	019537	001
1	019537	002
1	019537	003
3	019537	004
3	019543	001
3	019545	001
3	019546	001
3	019546	002
3	019548	001
3	019555	001
3	019557	001
3	019557	002
1	019558	001
3	019558	002
3	019558	003
1	019558	004
3	019558	006
3	019561	003
3	019564	001
3	019564	002
3	019564	003
3	019564	004
3	019565	001
3	019568	001
1	019569	001
1	019574	001
1	019574	002
3	019578	001
3	019579	001
3	019580	001
3	019580	002
3	019583	001
3	019583	002
3	019589	001
3	019591	001
3	019593	001
3	019593	002
3	019594	001
1	019594	002
3	019596	001
3	019599	001
1	019599	002
1	019600	001
3	019603	001
3	019603	002
3	019603	003
1	019603	004
3	019604	001
3	019604	002
3	019608	001
1	019614	001
1	019614	002
1	019614	003
1	019614	004
1	019615	001
1	019615	002
1	019615	003
1	019615	004
3	019616	004
3	019616	005
1	019617	001
1	019618	001
1	019618	002
3	019621	001
3	019625	001
3	019625	002
3	019626	001
1	019626	002
3	019626	003
1	019626	004
1	019626	005
3	019627	001
1	019627	002
1	019630	001
1	019630	002
1	019630	003
1	019630	004
1	019630	005
1	019630	006
1	019630	007
1	019630	008
1	019630	009
1	019630	010
1	019630	011
1	019630	012
1	019630	013
1	019630	014
1	019630	015
1	019630	016
1	019630	017
1	019630	018
1	019630	019
1	019630	020
1	019630	021
1	019630	022
1	019630	023
1	019630	024
1	019630	025
1	019630	026
1	019630	027
1	019630	028
1	019630	029
1	019630	030
1	019630	031
1	019630	032
1	019630	033
1	019630	034
1	019630	035
1	019630	036
1	019630	037
1	019630	038
1	019630	039
1	019630	040
1	019630	041
1	019630	042
1	019630	043
1	019630	044
1	019630	045
1	019630	046
1	019630	047
1	019630	048
1	019630	049
1	019630	050
1	019630	051
1	019630	052
1	019630	053
1	019631	001
1	019631	002
1	019631	003
1	019631	004
1	019631	005
1	019631	006
1	019631	007
1	019631	008
1	019631	009
1	019631	010
1	019631	011
1	019631	012
1	019631	013
1	019631	014
1	019631	015
1	019631	016
1	019632	001
1	019633	001
1	019634	001
3	019634	002
1	019634	003
1	019635	001
1	019635	002
1	019635	003
1	019635	004
1	019635	005
3	019638	001
3	019640	001
1	019640	004
1	019640	005
1	019640	006
1	019640	007
3	019641	001
3	019643	002
3	019643	003
3	019643	004
3	019645	001
3	019647	001
3	019647	002
1	019649	001
3	019650	001
3	019651	001
3	019653	001
3	019653	002
1	019655	001
2	019658	002
2	019658	003
3	019660	001
3	019661	001
1	019667	001
1	019667	002
1	019667	003
3	019667	004
3	019667	005
1	019668	001
1	019668	002
1	019668	003
1	019668	004
3	019669	001
3	019669	003
2	019670	002
3	019672	001
3	019675	001
1	019676	001
3	019677	001
3	019678	001
1	019680	001
3	019681	001
3	019681	002
3	019681	003
3	019681	004
3	019681	005
3	019681	006
3	019682	001
3	019682	002
3	019682	003
3	019683	001
3	019683	002
3	019683	003
3	019683	004
1	019684	001
1	019684	002
1	019684	003
3	019685	001
1	019685	002
3	019685	003
3	019685	004
3	019685	005
3	019685	006
3	019685	007
3	019685	008
1	019686	001
1	019686	002
3	019687	001
3	019687	002
3	019691	001
3	019691	002
3	019691	003
3	019691	004
1	019691	005
3	019691	006
3	019691	007
3	019691	008
1	019691	009
3	019693	001
3	019693	002
3	019693	003
