MarketingStatusID	ApplNo	ProductNo
3	012675	007
3	012675	009
3	012675	010
3	012678	001
3	012697	001
3	012699	001
3	012703	001
3	012703	003
3	012703	004
3	012703	005
3	012703	006
3	012703	007
3	012704	001
3	012708	005
3	012715	002
3	012715	003
3	012728	001
3	012728	004
3	012728	005
3	012731	002
3	012737	001
1	012750	001
3	012753	001
3	012754	002
3	012768	001
3	012768	002
3	012768	004
1	012770	001
3	012772	005
3	012772	006
3	012775	001
3	012775	002
1	012787	002
1	012787	004
1	012787	005
3	012796	002
3	012802	001
1	012806	001
1	012806	002
3	012806	003
3	012806	004
1	012813	002
1	012827	001
1	012827	002
3	012828	001
1	012836	003
1	012836	004
1	012836	005
3	012845	001
3	012845	002
3	012845	003
3	012882	001
3	012882	002
3	012885	001
3	012892	001
3	012911	001
1	012911	002
3	012928	002
3	012928	004
3	012928	006
3	012936	001
3	012940	003
3	012940	004
3	012940	005
3	012945	001
3	012947	001
3	012967	001
3	012968	001
3	012972	001
3	012972	002
3	013025	001
1	013025	002
1	013026	002
3	013055	001
3	013056	001
3	013077	001
3	013092	002
3	013093	001
3	013132	001
3	013132	002
3	013132	003
3	013157	002
1	013174	001
1	013174	002
3	013217	001
1	013217	003
3	013220	002
3	013247	001
1	013263	002
1	013263	004
1	013263	006
3	013264	001
3	013294	001
1	013295	001
3	013295	002
3	013296	001
3	013319	001
3	013334	002
3	013378	001
3	013378	002
3	013400	001
3	013400	002
3	013400	003
3	013401	001
3	013402	001
3	013402	002
3	013402	003
3	013402	004
3	013413	001
3	013416	003
3	013416	004
3	013420	001
1	013422	001
3	013428	001
3	013448	002
3	013448	003
3	013448	004
3	013483	003
3	013483	004
3	013538	001
3	013553	001
3	013601	001
3	013601	002
3	013615	001
3	013615	002
3	013621	001
3	013621	002
3	013625	002
3	013625	004
3	013636	001
3	013664	002
1	013684	001
1	013684	002
1	013684	003
1	013684	004
1	013684	005
1	013684	006
1	013684	007
1	013684	008
3	013718	001
3	013718	002
3	013731	001
1	013790	001
3	013927	001
3	013934	001
3	013935	002
1	013960	001
3	013993	001
3	013993	002
3	014005	002
3	014006	002
3	014103	001
3	014103	002
3	014103	003
3	014122	002
3	014127	001
1	014134	001
3	014169	001
3	014173	001
3	014214	002
3	014214	004
3	014214	005
3	014215	002
3	014217	002
3	014242	001
3	014295	001
3	014322	001
3	014322	002
3	014349	002
3	014359	001
3	014359	002
3	014368	002
3	014368	004
3	014394	001
1	014399	001
1	014399	003
1	014399	004
1	014399	005
1	014399	006
1	014399	007
3	014474	002
3	014474	004
3	014547	001
3	014547	002
3	014601	001
1	014602	001
3	014684	001
3	014684	002
3	014685	001
3	014691	002
3	014694	002
3	014694	003
3	014694	004
3	014696	001
3	014713	002
3	014713	004
3	014713	006
3	014713	007
3	014715	002
3	014715	003
3	014715	004
3	014715	005
3	014715	006
3	014738	001
3	014740	002
3	014740	004
3	014740	006
3	014762	001
3	014763	003
3	014763	004
3	014763	005
3	014763	007
3	014763	008
3	014764	001
3	014860	002
1	014879	001
3	014882	001
3	014882	002
1	014901	001
1	014901	002
1	015034	003
3	015072	002
3	015103	001
3	015103	002
3	015139	005
3	015139	006
1	015193	001
1	015197	001
1	015197	002
3	015229	002
1	015230	002
1	015296	001
3	015417	002
3	015417	003
3	015419	002
3	015426	001
3	015426	002
3	015438	001
3	015438	002
3	015500	002
3	015500	004
3	015500	005
3	015539	002
3	015539	004
3	015539	006
3	015539	008
3	015865	001
3	015868	001
3	015874	001
3	015874	002
3	015921	001
3	015921	002
3	015921	003
3	015921	004
3	015921	005
3	015921	006
3	015922	001
3	015923	001
3	016000	002
3	016001	001
3	016001	002
3	016008	001
3	016012	001
3	016012	002
3	016016	001
3	016016	002
3	016020	001
3	016023	002
3	016029	002
3	016029	003
3	016030	001
3	016030	002
3	016033	001
3	016042	002
3	016042	003
3	016047	001
3	016049	001
3	016053	002
3	016059	001
3	016059	002
3	016069	001
3	016080	001
3	016080	002
3	016080	003
3	016080	004
3	016080	005
3	016080	006
3	016080	007
1	016084	001
1	016084	002
3	016087	001
1	016092	001
3	016092	002
1	016093	001
3	016096	001
3	016097	001
3	016099	002
3	016110	001
3	016118	001
3	016118	002
3	016119	001
3	016126	001
3	016126	002
3	016131	002
3	016144	001
3	016149	002
1	016151	001
3	016161	002
3	016191	001
3	016191	002
3	016192	001
3	016192	002
3	016194	001
1	016199	001
3	016211	001
3	016224	001
3	016224	002
3	016224	003
3	016235	001
3	016245	001
3	016245	002
3	016249	001
1	016267	001
3	016267	002
3	016269	001
3	016269	002
3	016269	003
3	016269	004
3	016269	005
1	016269	006
1	016273	001
1	016273	002
1	016273	003
1	016295	001
1	016295	002
1	016295	003
1	016295	004
3	016297	001
1	016320	001
3	016320	002
1	016320	003
3	016320	004
3	016322	001
3	016322	002
1	016324	001
3	016324	002
3	016363	001
1	016366	001
1	016367	002
3	016379	001
3	016401	001
3	016402	001
3	016403	001
3	016403	002
3	016403	003
3	016418	001
3	016418	002
3	016418	003
3	016418	004
3	016418	009
3	016418	010
3	016419	001
1	016455	001
1	016466	001
1	016466	002
3	016472	002
3	016472	004
3	016472	005
3	016515	001
3	016515	002
3	016517	001
3	016517	002
3	016584	001
3	016584	002
3	016584	003
3	016584	004
3	016584	005
1	016608	001
1	016619	001
1	016620	001
1	016620	002
1	016620	003
3	016624	003
3	016636	001
3	016636	002
3	016636	003
3	016640	001
3	016640	003
3	016647	001
3	016649	001
3	016659	001
3	016666	001
3	016672	001
1	016673	001
1	016673	003
3	016675	001
1	016677	001
1	016677	004
1	016678	001
1	016679	001
3	016680	001
3	016680	002
3	016680	003
3	016680	004
1	016682	001
1	016683	001
1	016687	001
1	016689	001
3	016692	001
1	016693	001
1	016694	001
3	016695	001
3	016696	001
1	016697	001
3	016704	002
3	016705	001
3	016708	001
3	016709	001
3	016715	001
3	016715	002
3	016717	001
3	016721	001
3	016721	002
3	016723	001
3	016724	001
3	016725	001
3	016727	001
3	016729	001
1	016730	001
1	016730	002
3	016732	001
1	016733	001
1	016734	001
3	016740	001
1	016741	001
3	016749	001
1	016750	001
3	016755	001
3	016758	001
1	016762	001
1	016762	002
1	016762	003
1	016762	004
1	016762	005
1	016763	001
3	016765	001
3	016766	001
3	016768	002
3	016768	003
3	016769	001
1	016772	002
3	016774	001
3	016774	002
3	016774	003
3	016774	004
3	016775	001
3	016776	002
3	016776	003
3	016782	001
3	016783	001
1	016784	001
1	016785	001
3	016792	001
3	016792	002
3	016792	003
3	016793	001
3	016793	002
3	016793	003
3	016793	004
1	016796	001
3	016798	001
3	016798	002
3	016798	003
3	016798	005
3	016798	006
3	016798	007
3	016801	001
3	016801	002
3	016801	003
3	016801	004
3	016801	005
3	016803	001
3	016806	001
3	016807	001
3	016807	002
3	016807	003
3	016807	004
3	016807	005
3	016807	006
3	016809	002
1	016812	001
1	016812	002
1	016812	003
3	016813	001
3	016814	001
3	016818	006
3	016820	001
3	016822	001
3	016822	002
1	016822	003
1	016822	004
1	016822	005
1	016822	006
1	016822	007
3	016829	001
3	016830	001
1	016831	001
3	016831	002
1	016831	003
3	016832	001
3	016832	002
3	016832	003
3	016834	001
3	016844	001
3	016847	001
3	016848	001
1	016851	002
3	016852	001
3	016854	001
3	016860	001
3	016861	001
3	016862	002
3	016863	001
1	016885	001
3	016891	001
3	016904	001
3	016904	002
3	016908	002
1	016908	003
1	016909	002
3	016911	001
3	016911	002
3	016912	001
3	016912	002
3	016912	003
3	016912	004
3	016912	005
3	016912	006
3	016913	001
3	016913	002
3	016913	003
3	016913	004
3	016913	005
3	016921	001
3	016921	002
3	016923	001
3	016927	001
3	016928	003
3	016929	001
1	016931	001
3	016932	001
3	016936	001
3	016942	001
3	016943	001
3	016948	001
3	016948	002
3	016948	003
3	016949	001
3	016949	002
3	016954	001
1	016964	001
1	016964	004
1	016964	005
1	016964	006
1	016964	007
1	016964	008
1	016964	009
1	016964	010
1	016964	012
1	016964	013
1	016968	001
3	016979	001
3	016979	002
3	016980	001
3	016983	001
3	016987	001
3	016987	002
3	016987	003
3	016987	004
3	016987	006
3	016987	007
3	016988	001
3	016990	001
3	016996	001
3	016997	001
3	016998	002
1	017001	001
1	017001	002
3	017007	001
3	017007	002
3	017007	003
3	017007	004
3	017007	005
3	017007	006
3	017007	007
3	017007	008
3	017007	009
3	017007	010
1	017010	001
1	017011	001
3	017013	001
3	017015	001
3	017015	002
3	017016	004
1	017016	006
1	017016	007
3	017016	009
3	017016	010
3	017016	011
3	017020	001
3	017020	002
3	017020	003
3	017020	004
3	017020	005
3	017027	001
3	017027	002
3	017027	003
3	017027	004
3	017027	005
3	017027	006
3	017027	007
3	017027	008
3	017027	009
3	017027	010
3	017027	011
1	017029	001
3	017029	002
1	017029	003
1	017029	004
1	017029	010
1	017029	013
1	017029	014
1	017029	015
1	017029	016
1	017029	019
1	017029	020
3	017031	001
3	017033	001
3	017033	002
3	017033	003
3	017033	004
3	017036	001
1	017037	001
1	017037	002
1	017037	003
3	017037	013
3	017038	001
3	017042	001
3	017045	001
3	017046	001
3	017046	002
3	017047	001
3	017048	001
3	017054	001
3	017054	002
3	017055	001
3	017055	002
3	017055	003
1	017057	001
1	017057	002
1	017058	001
3	017059	001
1	017060	001
3	017063	001
3	017064	001
3	017064	002
3	017064	003
3	017064	004
3	017064	005
3	017064	006
3	017064	015
3	017064	016
3	017064	017
3	017064	018
3	017064	019
3	017067	001
1	017067	002
3	017067	003
3	017067	004
1	017078	001
1	017078	002
1	017078	003
3	017079	001
3	017084	001
3	017087	001
3	017090	001
3	017090	002
3	017090	003
3	017090	004
3	017098	001
1	017100	001
3	017105	001
3	017105	002
3	017105	003
3	017105	004
3	017105	005
3	017105	006
1	017105	007
3	017105	008
1	017106	001
1	017106	002
1	017106	003
1	017106	004
3	017108	001
3	017108	002
3	017108	003
3	017108	004
3	017109	001
3	017111	001
3	017111	002
3	017111	003
3	017111	004
3	017111	005
3	017111	006
3	017111	007
3	017111	008
1	017116	002
3	017118	001
3	017122	001
3	017122	002
3	017129	001
3	017130	001
3	017130	002
3	017130	003
3	017130	004
3	017243	002
1	017243	003
3	017244	001
3	017247	001
3	017247	002
3	017255	001
3	017256	001
3	017256	002
3	017257	001
3	017262	002
3	017264	002
3	017269	001
1	017279	001
3	017283	001
1	017284	001
1	017284	002
3	017313	001
3	017315	001
3	017316	001
3	017316	002
3	017318	001
3	017321	001
3	017321	002
3	017321	003
3	017322	001
3	017339	001
1	017340	001
3	017343	001
3	017346	001
3	017346	002
3	017346	003
3	017346	004
3	017346	005
3	017346	006
1	017351	001
3	017352	001
1	017354	001
1	017355	001
1	017362	002
3	017364	001
3	017366	001
3	017369	001
3	017369	002
3	017371	001
3	017371	002
3	017371	003
1	017373	001
3	017374	001
1	017376	001
1	017376	002
1	017377	001
1	017377	002
1	017378	001
1	017378	002
1	017381	001
3	017385	001
3	017386	001
3	017386	002
3	017386	003
3	017388	001
3	017388	002
3	017390	001
3	017391	001
3	017395	001
3	017395	002
3	017395	003
1	017398	001
3	017405	001
3	017406	001
3	017407	001
3	017407	002
3	017407	003
3	017408	001
3	017411	001
3	017412	001
3	017412	002
3	017413	001
3	017415	001
3	017421	002
1	017422	001
3	017423	001
3	017424	001
3	017425	001
3	017425	002
1	017426	001
1	017427	001
1	017428	001
3	017430	001
3	017431	001
1	017433	001
1	017433	002
3	017434	001
3	017438	001
3	017439	001
3	017439	002
1	017441	001
1	017442	001
1	017442	002
1	017442	003
1	017443	001
1	017443	002
1	017443	003
3	017446	001
1	017447	001
